gameId,GAME_DATE,HOME_WON,PRED,H_POINTS,A_POINTS,H_teamName,A_teamName
0022300334,2023-12-16,1,1,146,114,Milwaukee Bucks,Detroit Pistons
0022300335,2023-12-16,0,0,82,135,Charlotte Hornets,Philadelphia 76ers
0022300338,2023-12-16,1,1,127,109,Minnesota Timberwolves,Indiana Pacers
0022300336,2023-12-16,1,1,127,119,Cleveland Cavaliers,Atlanta Hawks
0022300337,2023-12-16,1,1,118,116,Miami Heat,Chicago Bulls
0022300341,2023-12-16,0,0,120,131,Portland Trail Blazers,Dallas Mavericks
0022300343,2023-12-16,1,1,144,122,LA Clippers,New York Knicks
0022300342,2023-12-16,1,1,125,104,Sacramento Kings,Utah Jazz
0022300344,2023-12-17,1,1,114,97,Boston Celtics,Orlando Magic
0022300345,2023-12-17,0,0,110,146,San Antonio Spurs,New Orleans Pelicans
0022300346,2023-12-17,1,1,128,119,Milwaukee Bucks,Houston Rockets
0022300347,2023-12-17,1,1,112,108,Phoenix Suns,Washington Wizards
0022300348,2023-12-17,0,0,114,118,Portland Trail Blazers,Golden State Warriors
0022300349,2023-12-18,1,1,135,130,Cleveland Cavaliers,Houston Rockets
0022300350,2023-12-18,0,0,127,151,Indiana Pacers,LA Clippers
0022300351,2023-12-18,0,1,104,108,Philadelphia 76ers,Chicago Bulls
0022300352,2023-12-18,1,1,130,124,Atlanta Hawks,Detroit Pistons
0022300353,2023-12-18,0,0,108,112,Miami Heat,Minnesota Timberwolves
0022300354,2023-12-18,1,1,114,99,Toronto Raptors,Charlotte Hornets
0022300356,2023-12-18,1,1,130,104,Denver Nuggets,Dallas Mavericks
0022300357,2023-12-18,1,0,125,108,Utah Jazz,Brooklyn Nets
0022300358,2023-12-18,1,1,143,131,Sacramento Kings,Washington Wizards
0022300359,2023-12-18,0,1,109,114,Los Angeles Lakers,New York Knicks
0022300355,2023-12-18,1,1,116,97,Oklahoma City Thunder,Memphis Grizzlies
0022300360,2023-12-19,0,1,113,115,New Orleans Pelicans,Memphis Grizzlies
0022300361,2023-12-19,1,1,132,119,Milwaukee Bucks,San Antonio Spurs
0022300362,2023-12-19,1,0,132,126,Golden State Warriors,Boston Celtics
0022300363,2023-12-19,1,0,109,104,Portland Trail Blazers,Phoenix Suns
0022300370,2023-12-20,1,1,124,108,Chicago Bulls,Los Angeles Lakers
0022300364,2023-12-20,1,1,124,116,Cleveland Cavaliers,Utah Jazz
0022300365,2023-12-20,1,1,144,113,Indiana Pacers,Charlotte Hornets
0022300369,2023-12-20,0,0,104,113,Toronto Raptors,Denver Nuggets
0022300366,2023-12-20,0,1,106,115,Orlando Magic,Miami Heat
0022300371,2023-12-20,0,1,127,134,Houston Rockets,Atlanta Hawks
0022300368,2023-12-20,0,1,102,121,Brooklyn Nets,New York Knicks
0022300372,2023-12-20,0,0,111,120,Dallas Mavericks,LA Clippers
0022300373,2023-12-20,0,0,119,144,Sacramento Kings,Boston Celtics
0022300367,2023-12-20,1,1,127,113,Philadelphia 76ers,Minnesota Timberwolves
0022300379,2023-12-21,1,1,134,115,Oklahoma City Thunder,LA Clippers
0022300374,2023-12-21,0,0,111,119,Detroit Pistons,Utah Jazz
0022300375,2023-12-21,0,1,104,123,Cleveland Cavaliers,New Orleans Pelicans
0022300376,2023-12-21,1,1,114,95,Chicago Bulls,San Antonio Spurs
0022300377,2023-12-21,1,0,116,103,Memphis Grizzlies,Indiana Pacers
0022300378,2023-12-21,1,1,118,114,Milwaukee Bucks,Orlando Magic
0022300380,2023-12-21,1,1,118,111,Minnesota Timberwolves,Los Angeles Lakers
0022300381,2023-12-21,0,1,117,118,Portland Trail Blazers,Washington Wizards
0022300386,2023-12-22,1,1,129,118,Golden State Warriors,Washington Wizards
0022300385,2023-12-22,1,1,122,96,Houston Rockets,Dallas Mavericks
0022300382,2023-12-22,1,1,121,111,Philadelphia 76ers,Toronto Raptors
0022300384,2023-12-22,1,1,122,113,Miami Heat,Atlanta Hawks
0022300387,2023-12-22,1,1,120,105,Sacramento Kings,Phoenix Suns
0022300383,2023-12-22,0,0,117,122,Brooklyn Nets,Denver Nuggets
0022300399,2023-12-23,1,1,126,106,Golden State Warriors,Portland Trail Blazers
0022300389,2023-12-23,0,0,108,145,LA Clippers,Boston Celtics
0022300390,2023-12-23,0,0,95,102,Charlotte Hornets,Denver Nuggets
0022300391,2023-12-23,0,1,110,117,Indiana Pacers,Orlando Magic
0022300392,2023-12-23,0,1,104,106,New Orleans Pelicans,Houston Rockets
0022300393,2023-12-23,0,1,119,125,Atlanta Hawks,Memphis Grizzlies
0022300394,2023-12-23,1,1,126,115,Brooklyn Nets,Detroit Pistons
0022300395,2023-12-23,0,1,119,126,Toronto Raptors,Utah Jazz
0022300396,2023-12-23,0,1,95,109,Chicago Bulls,Cleveland Cavaliers
0022300397,2023-12-23,0,1,120,129,Oklahoma City Thunder,Los Angeles Lakers
0022300398,2023-12-23,1,1,144,119,Dallas Mavericks,San Antonio Spurs
0022300388,2023-12-23,0,1,111,130,New York Knicks,Milwaukee Bucks
0022300400,2023-12-23,0,1,98,110,Sacramento Kings,Minnesota Timberwolves
0022300404,2023-12-25,1,1,119,113,Miami Heat,Philadelphia 76ers
0022300401,2023-12-25,1,0,129,122,New York Knicks,Milwaukee Bucks
0022300402,2023-12-25,1,1,120,114,Denver Nuggets,Golden State Warriors
0022300403,2023-12-25,0,0,115,126,Los Angeles Lakers,Boston Celtics
0022300405,2023-12-25,0,1,114,128,Phoenix Suns,Dallas Mavericks
0022300409,2023-12-26,0,1,117,123,Houston Rockets,Indiana Pacers
0022300406,2023-12-26,0,0,112,118,Detroit Pistons,Brooklyn Nets
0022300407,2023-12-26,0,0,119,127,Washington Wizards,Orlando Magic
0022300408,2023-12-26,1,1,118,113,Chicago Bulls,Atlanta Hawks
0022300410,2023-12-26,0,1,115,116,New Orleans Pelicans,Memphis Grizzlies
0022300411,2023-12-26,1,0,129,106,Oklahoma City Thunder,Minnesota Timberwolves
0022300412,2023-12-26,0,0,118,130,San Antonio Spurs,Utah Jazz
0022300413,2023-12-26,1,0,130,113,Portland Trail Blazers,Sacramento Kings
0022300414,2023-12-26,1,1,113,104,LA Clippers,Charlotte Hornets
0022300415,2023-12-27,0,0,92,112,Orlando Magic,Philadelphia 76ers
0022300418,2023-12-27,0,1,113,129,Houston Rockets,Phoenix Suns
0022300416,2023-12-27,0,0,102,132,Washington Wizards,Toronto Raptors
0022300417,2023-12-27,0,0,122,144,Brooklyn Nets,Milwaukee Bucks
0022300419,2023-12-27,1,1,129,120,Oklahoma City Thunder,New York Knicks
0022300420,2023-12-27,0,1,110,113,Dallas Mavericks,Cleveland Cavaliers
0022300421,2023-12-28,1,1,128,122,Boston Celtics,Detroit Pistons
0022300422,2023-12-28,0,1,104,120,Chicago Bulls,Indiana Pacers
0022300423,2023-12-28,1,1,118,110,Minnesota Timberwolves,Dallas Mavericks
0022300424,2023-12-28,1,1,112,105,New Orleans Pelicans,Utah Jazz
0022300425,2023-12-28,1,1,142,105,Denver Nuggets,Memphis Grizzlies
0022300426,2023-12-28,0,1,102,114,Golden State Warriors,Miami Heat
0022300427,2023-12-28,0,1,105,118,Portland Trail Blazers,San Antonio Spurs
0022300428,2023-12-28,1,1,133,112,Los Angeles Lakers,Charlotte Hornets
0022300431,2023-12-29,0,1,110,117,Atlanta Hawks,Sacramento Kings
0022300433,2023-12-29,0,1,111,119,Cleveland Cavaliers,Milwaukee Bucks
0022300434,2023-12-29,0,0,127,131,Houston Rockets,Philadelphia 76ers
0022300435,2023-12-29,0,1,93,119,Denver Nuggets,Oklahoma City Thunder
0022300429,2023-12-29,1,1,117,108,Orlando Magic,New York Knicks
0022300437,2023-12-29,1,1,134,128,Portland Trail Blazers,San Antonio Spurs
0022300438,2023-12-29,1,1,117,106,LA Clippers,Memphis Grizzlies
0022300430,2023-12-29,1,0,110,104,Washington Wizards,Brooklyn Nets
0022300436,2023-12-29,1,1,133,119,Phoenix Suns,Charlotte Hornets
0022300432,2023-12-29,1,1,120,118,Boston Celtics,Toronto Raptors
0022300444,2023-12-30,0,1,122,132,Golden State Warriors,Dallas Mavericks
0022300439,2023-12-30,1,0,117,109,Utah Jazz,Miami Heat
0022300440,2023-12-30,1,0,129,127,Detroit Pistons,Toronto Raptors
0022300441,2023-12-30,1,1,140,126,Indiana Pacers,New York Knicks
0022300442,2023-12-30,1,0,105,92,Chicago Bulls,Philadelphia 76ers
0022300443,2023-12-30,1,1,108,106,Minnesota Timberwolves,Los Angeles Lakers
0022300449,2023-12-31,0,0,92,123,Memphis Grizzlies,Sacramento Kings
0022300445,2023-12-31,0,0,126,130,Washington Wizards,Atlanta Hawks
0022300446,2023-12-31,1,1,129,109,New Orleans Pelicans,Los Angeles Lakers
0022300447,2023-12-31,1,1,124,108,Oklahoma City Thunder,Brooklyn Nets
0022300448,2023-12-31,0,0,101,134,San Antonio Spurs,Boston Celtics
0022300450,2023-12-31,1,1,112,107,Phoenix Suns,Orlando Magic
0022300458,2024-01-01,1,1,121,104,LA Clippers,Miami Heat
0022300457,2024-01-01,1,1,127,90,Utah Jazz,Dallas Mavericks
0022300456,2024-01-01,1,1,109,88,Phoenix Suns,Portland Trail Blazers
0022300455,2024-01-01,1,1,111,93,Denver Nuggets,Charlotte Hornets
0022300453,2024-01-01,1,1,136,113,Houston Rockets,Detroit Pistons
0022300452,2024-01-01,1,1,124,121,Toronto Raptors,Cleveland Cavaliers
0022300451,2024-01-01,1,0,112,106,New York Knicks,Minnesota Timberwolves
0022300454,2024-01-01,0,1,113,122,Milwaukee Bucks,Indiana Pacers
0022300464,2024-01-02,0,1,104,111,Sacramento Kings,Charlotte Hornets
0022300463,2024-01-02,1,1,121,115,Golden State Warriors,Orlando Magic
0022300462,2024-01-02,1,1,127,123,Oklahoma City Thunder,Boston Celtics
0022300459,2024-01-02,1,1,110,97,Philadelphia 76ers,Chicago Bulls
0022300460,2024-01-02,1,1,106,98,Memphis Grizzlies,San Antonio Spurs
0022300461,2024-01-02,1,1,112,85,New Orleans Pelicans,Brooklyn Nets
0022300468,2024-01-03,1,1,116,100,New York Knicks,Chicago Bulls
0022300465,2024-01-03,1,1,140,101,Cleveland Cavaliers,Washington Wizards
0022300466,2024-01-03,1,0,142,130,Indiana Pacers,Milwaukee Bucks
0022300467,2024-01-03,1,0,141,138,Atlanta Hawks,Oklahoma City Thunder
0022300469,2024-01-03,1,1,112,101,Houston Rockets,Brooklyn Nets
0022300470,2024-01-03,0,0,111,116,Memphis Grizzlies,Toronto Raptors
0022300476,2024-01-03,1,1,138,135,Sacramento Kings,Orlando Magic
0022300475,2024-01-03,0,1,96,110,Los Angeles Lakers,Miami Heat
0022300474,2024-01-03,1,1,154,148,Utah Jazz,Detroit Pistons
0022300473,2024-01-03,0,0,122,131,Phoenix Suns,LA Clippers
0022300472,2024-01-03,1,1,126,97,Dallas Mavericks,Portland Trail Blazers
0022300471,2024-01-03,0,1,106,117,Minnesota Timberwolves,New Orleans Pelicans
0022300477,2024-01-04,0,0,121,125,San Antonio Spurs,Milwaukee Bucks
0022300478,2024-01-04,0,0,127,130,Golden State Warriors,Denver Nuggets
0022300481,2024-01-05,1,0,124,115,Brooklyn Nets,Oklahoma City Thunder
0022300482,2024-01-05,1,1,114,90,Cleveland Cavaliers,Washington Wizards
0022300483,2024-01-05,0,1,92,128,Philadelphia 76ers,New York Knicks
0022300484,2024-01-05,1,1,104,91,Chicago Bulls,Charlotte Hornets
0022300479,2024-01-05,1,1,126,97,Boston Celtics,Utah Jazz
0022300485,2024-01-05,0,0,95,122,Houston Rockets,Minnesota Timberwolves
0022300487,2024-01-05,1,1,139,103,Dallas Mavericks,Portland Trail Blazers
0022300488,2024-01-05,0,1,120,122,Denver Nuggets,Orlando Magic
0022300489,2024-01-05,1,1,113,97,Phoenix Suns,Miami Heat
0022300490,2024-01-05,1,1,113,109,Golden State Warriors,Detroit Pistons
0022300491,2024-01-05,0,1,113,127,Los Angeles Lakers,Memphis Grizzlies
0022300492,2024-01-05,1,1,135,130,Sacramento Kings,Toronto Raptors
0022300486,2024-01-05,0,1,95,111,New Orleans Pelicans,LA Clippers
0022300480,2024-01-05,1,1,150,116,Indiana Pacers,Atlanta Hawks
0022300493,2024-01-06,0,0,101,118,Indiana Pacers,Boston Celtics
0022300494,2024-01-06,0,0,105,121,Washington Wizards,New York Knicks
0022300495,2024-01-06,0,1,109,120,Philadelphia 76ers,Utah Jazz
0022300496,2024-01-06,1,0,112,108,Houston Rockets,Milwaukee Bucks
0022300500,2024-01-07,0,0,100,133,Sacramento Kings,New Orleans Pelicans
0022300501,2024-01-07,1,0,115,108,Dallas Mavericks,Minnesota Timberwolves
0022300497,2024-01-07,1,1,117,115,Cleveland Cavaliers,San Antonio Spurs
0022300502,2024-01-07,1,1,131,114,Denver Nuggets,Detroit Pistons
0022300503,2024-01-07,0,1,115,121,Phoenix Suns,Memphis Grizzlies
0022300504,2024-01-07,0,1,118,133,Golden State Warriors,Toronto Raptors
0022300505,2024-01-07,1,0,106,103,Los Angeles Lakers,LA Clippers
0022300499,2024-01-07,1,1,117,110,Orlando Magic,Atlanta Hawks
0022300498,2024-01-07,0,1,127,134,Brooklyn Nets,Portland Trail Blazers
0022300510,2024-01-08,0,1,116,132,Milwaukee Bucks,Utah Jazz
0022300508,2024-01-08,0,0,128,136,Washington Wizards,Oklahoma City Thunder
0022300507,2024-01-08,1,0,133,131,Indiana Pacers,Boston Celtics
0022300506,2024-01-08,0,0,112,119,Charlotte Hornets,Chicago Bulls
0022300511,2024-01-08,1,1,138,111,LA Clippers,Phoenix Suns
0022300509,2024-01-08,1,1,120,113,Miami Heat,Houston Rockets
0022300512,2024-01-09,0,0,110,131,Detroit Pistons,Sacramento Kings
0022300513,2024-01-09,0,1,92,113,Orlando Magic,Minnesota Timberwolves
0022300514,2024-01-09,1,1,112,84,New York Knicks,Portland Trail Blazers
0022300515,2024-01-09,0,1,103,120,Dallas Mavericks,Memphis Grizzlies
0022300516,2024-01-09,1,1,132,131,Los Angeles Lakers,Toronto Raptors
0022300524,2024-01-10,1,0,124,111,Utah Jazz,Denver Nuggets
0022300517,2024-01-10,1,1,127,120,Boston Celtics,Minnesota Timberwolves
0022300518,2024-01-10,0,0,98,123,Charlotte Hornets,Sacramento Kings
0022300519,2024-01-10,0,1,108,130,Detroit Pistons,San Antonio Spurs
0022300520,2024-01-10,1,1,112,104,Indiana Pacers,Washington Wizards
0022300521,2024-01-10,1,0,139,132,Atlanta Hawks,Philadelphia 76ers
0022300522,2024-01-10,0,0,120,128,Miami Heat,Oklahoma City Thunder
0022300523,2024-01-10,1,1,124,119,Chicago Bulls,Houston Rockets
0022300525,2024-01-10,0,0,105,141,Golden State Warriors,New Orleans Pelicans
0022300526,2024-01-10,1,1,126,120,LA Clippers,Toronto Raptors
0022300527,2024-01-11,1,1,111,102,Cleveland Cavaliers,Brooklyn Nets
0022300528,2024-01-11,1,0,135,102,Milwaukee Bucks,Boston Celtics
0022300529,2024-01-11,1,1,139,77,Oklahoma City Thunder,Portland Trail Blazers
0022300530,2024-01-11,1,0,128,124,Dallas Mavericks,New York Knicks
0022300531,2024-01-11,0,1,109,127,Los Angeles Lakers,Phoenix Suns
0022300532,2024-01-12,1,1,112,93,Philadelphia 76ers,Sacramento Kings
0022300540,2024-01-12,1,1,145,113,Utah Jazz,Toronto Raptors
0022300533,2024-01-12,0,0,108,126,Atlanta Hawks,Indiana Pacers
0022300534,2024-01-12,0,0,110,112,Detroit Pistons,Houston Rockets
0022300535,2024-01-12,1,1,99,96,Miami Heat,Orlando Magic
0022300536,2024-01-12,0,1,131,140,Chicago Bulls,Golden State Warriors
0022300537,2024-01-12,0,0,119,128,Memphis Grizzlies,LA Clippers
0022300538,2024-01-12,1,1,116,93,Minnesota Timberwolves,Portland Trail Blazers
0022300539,2024-01-12,1,1,125,113,Denver Nuggets,New Orleans Pelicans
0022300541,2024-01-12,1,1,135,99,San Antonio Spurs,Charlotte Hornets
0022300542,2024-01-13,1,1,145,113,Boston Celtics,Houston Rockets
0022300543,2024-01-13,0,1,99,127,Atlanta Hawks,Washington Wizards
0022300544,2024-01-13,0,0,94,106,Memphis Grizzlies,New York Knicks
0022300545,2024-01-13,1,1,129,118,Milwaukee Bucks,Golden State Warriors
0022300546,2024-01-13,1,1,112,100,Oklahoma City Thunder,Orlando Magic
0022300549,2024-01-13,1,1,132,125,Utah Jazz,Los Angeles Lakers
0022300547,2024-01-13,0,0,108,118,Dallas Mavericks,New Orleans Pelicans
0022300548,2024-01-13,0,0,116,122,San Antonio Spurs,Chicago Bulls
0022300553,2024-01-14,1,1,109,105,Minnesota Timberwolves,LA Clippers
0022300551,2024-01-14,1,1,104,87,Miami Heat,Charlotte Hornets
0022300552,2024-01-14,1,1,143,142,Milwaukee Bucks,Sacramento Kings
0022300554,2024-01-14,0,0,116,127,Portland Trail Blazers,Phoenix Suns
0022300550,2024-01-14,1,1,117,109,Denver Nuggets,Indiana Pacers
0022300563,2024-01-15,0,0,96,105,Toronto Raptors,Boston Celtics
0022300562,2024-01-15,0,0,95,96,Brooklyn Nets,Miami Heat
0022300564,2024-01-15,1,1,132,105,Utah Jazz,Indiana Pacers
0022300565,2024-01-15,1,0,112,105,Los Angeles Lakers,Oklahoma City Thunder
0022300559,2024-01-15,1,1,109,99,Atlanta Hawks,San Antonio Spurs
0022300558,2024-01-15,0,1,117,129,Washington Wizards,Detroit Pistons
0022300557,2024-01-15,0,1,94,98,New York Knicks,Orlando Magic
0022300556,2024-01-15,1,0,125,120,Dallas Mavericks,New Orleans Pelicans
0022300555,2024-01-15,1,1,124,115,Philadelphia 76ers,Houston Rockets
0022300561,2024-01-15,1,1,109,91,Cleveland Cavaliers,Chicago Bulls
0022300560,2024-01-15,1,1,116,107,Memphis Grizzlies,Golden State Warriors
0022300568,2024-01-16,1,1,128,117,LA Clippers,Oklahoma City Thunder
0022300567,2024-01-16,1,1,119,117,Phoenix Suns,Sacramento Kings
0022300566,2024-01-16,1,1,126,121,Philadelphia 76ers,Denver Nuggets
0022300578,2024-01-17,1,0,105,103,Portland Trail Blazers,Brooklyn Nets
0022300570,2024-01-17,1,1,106,104,Atlanta Hawks,Orlando Magic
0022300571,2024-01-17,1,1,117,98,Boston Celtics,San Antonio Spurs
0022300572,2024-01-17,1,1,135,95,Cleveland Cavaliers,Milwaukee Bucks
0022300573,2024-01-17,1,1,109,94,New York Knicks,Houston Rockets
0022300574,2024-01-17,1,1,121,97,Toronto Raptors,Miami Heat
0022300575,2024-01-17,1,1,132,112,New Orleans Pelicans,Charlotte Hornets
0022300577,2024-01-17,1,1,127,110,Los Angeles Lakers,Dallas Mavericks
0022300569,2024-01-17,0,0,117,124,Detroit Pistons,Minnesota Timberwolves
0022300579,2024-01-18,1,1,113,109,New York Knicks,Washington Wizards
0022300581,2024-01-18,0,1,129,134,Utah Jazz,Oklahoma City Thunder
0022300580,2024-01-18,0,1,110,116,Toronto Raptors,Chicago Bulls
0022300582,2024-01-18,1,1,118,103,Minnesota Timberwolves,Memphis Grizzlies
0022300583,2024-01-18,0,1,121,126,Sacramento Kings,Indiana Pacers
0022300586,2024-01-19,0,1,100,102,Boston Celtics,Denver Nuggets
0022300588,2024-01-19,0,1,109,123,New Orleans Pelicans,Phoenix Suns
0022300590,2024-01-19,1,0,118,115,Portland Trail Blazers,Indiana Pacers
0022300591,2024-01-19,0,1,112,130,Los Angeles Lakers,Brooklyn Nets
0022300585,2024-01-19,0,0,109,124,Orlando Magic,Philadelphia 76ers
0022300587,2024-01-19,0,1,108,109,Miami Heat,Atlanta Hawks
0022300584,2024-01-19,1,1,124,120,Charlotte Hornets,San Antonio Spurs
0022300592,2024-01-20,0,0,135,141,Detroit Pistons,Milwaukee Bucks
0022300593,2024-01-20,0,0,89,97,Charlotte Hornets,Philadelphia 76ers
0022300594,2024-01-20,0,1,127,131,Washington Wizards,San Antonio Spurs
0022300596,2024-01-20,1,1,126,100,New York Knicks,Toronto Raptors
0022300595,2024-01-20,0,0,95,116,Atlanta Hawks,Cleveland Cavaliers
0022300599,2024-01-20,0,1,97,102,Minnesota Timberwolves,Oklahoma City Thunder
0022300598,2024-01-20,1,1,127,126,Houston Rockets,Utah Jazz
0022300597,2024-01-20,1,1,125,96,Chicago Bulls,Memphis Grizzlies
0022300600,2024-01-21,1,1,125,114,LA Clippers,Brooklyn Nets
0022300601,2024-01-21,1,0,105,87,Orlando Magic,Miami Heat
0022300602,2024-01-21,0,0,104,113,Washington Wizards,Denver Nuggets
0022300603,2024-01-21,0,0,107,116,Houston Rockets,Boston Celtics
0022300604,2024-01-21,1,1,117,110,Phoenix Suns,Indiana Pacers
0022300605,2024-01-21,1,1,134,110,Los Angeles Lakers,Portland Trail Blazers
0022300612,2024-01-22,1,1,115,113,Phoenix Suns,Chicago Bulls
0022300611,2024-01-22,0,0,110,119,Dallas Mavericks,Boston Celtics
0022300606,2024-01-22,0,0,113,122,Detroit Pistons,Milwaukee Bucks
0022300607,2024-01-22,0,0,99,126,Orlando Magic,Cleveland Cavaliers
0022300610,2024-01-22,0,1,125,128,Minnesota Timberwolves,Charlotte Hornets
0022300608,2024-01-22,1,1,133,123,Philadelphia 76ers,San Antonio Spurs
0022300609,2024-01-22,0,1,100,108,Toronto Raptors,Memphis Grizzlies
0022300613,2024-01-22,1,1,122,107,Sacramento Kings,Atlanta Hawks
0022300614,2024-01-23,0,0,109,114,Indiana Pacers,Denver Nuggets
0022300615,2024-01-23,0,0,103,108,Brooklyn Nets,New York Knicks
0022300616,2024-01-23,1,1,153,124,New Orleans Pelicans,Utah Jazz
0022300617,2024-01-23,1,1,111,109,Oklahoma City Thunder,Portland Trail Blazers
0022300618,2024-01-23,1,1,127,116,LA Clippers,Los Angeles Lakers
0022300625,2024-01-24,0,0,109,132,Dallas Mavericks,Phoenix Suns
0022300624,2024-01-24,1,1,126,116,Milwaukee Bucks,Cleveland Cavaliers
0022300623,2024-01-24,0,1,131,137,Houston Rockets,Portland Trail Blazers
0022300622,2024-01-24,0,0,114,140,San Antonio Spurs,Oklahoma City Thunder
0022300626,2024-01-24,1,1,134,112,Golden State Warriors,Atlanta Hawks
0022300620,2024-01-24,0,0,107,118,Washington Wizards,Minnesota Timberwolves
0022300619,2024-01-24,1,1,113,106,Detroit Pistons,Charlotte Hornets
0022300621,2024-01-24,0,1,96,105,Miami Heat,Memphis Grizzlies
0022300628,2024-01-25,0,0,108,123,Washington Wizards,Utah Jazz
0022300629,2024-01-25,0,0,94,96,Brooklyn Nets,Minnesota Timberwolves
0022300630,2024-01-25,0,0,110,143,Miami Heat,Boston Celtics
0022300631,2024-01-25,1,1,122,84,New York Knicks,Denver Nuggets
0022300632,2024-01-25,0,1,133,134,Golden State Warriors,Sacramento Kings
0022300633,2024-01-25,1,1,141,132,Los Angeles Lakers,Chicago Bulls
0022300627,2024-01-25,1,0,134,122,Indiana Pacers,Philadelphia 76ers
0022300634,2024-01-26,0,0,143,148,Atlanta Hawks,Dallas Mavericks
0022300641,2024-01-26,1,1,116,100,San Antonio Spurs,Portland Trail Blazers
0022300637,2024-01-26,0,0,107,127,Toronto Raptors,LA Clippers
0022300638,2024-01-26,1,1,107,106,Memphis Grizzlies,Orlando Magic
0022300639,2024-01-26,0,1,100,112,Milwaukee Bucks,Cleveland Cavaliers
0022300640,2024-01-26,0,0,83,107,New Orleans Pelicans,Oklahoma City Thunder
0022300636,2024-01-26,1,1,133,131,Indiana Pacers,Phoenix Suns
0022300635,2024-01-26,0,0,104,138,Charlotte Hornets,Houston Rockets
0022300642,2024-01-27,0,0,104,118,Detroit Pistons,Washington Wizards
0022300651,2024-01-27,0,0,115,120,Dallas Mavericks,Sacramento Kings
0022300650,2024-01-27,0,1,144,145,Golden State Warriors,Los Angeles Lakers
0022300649,2024-01-27,1,0,113,112,San Antonio Spurs,Minnesota Timberwolves
0022300647,2024-01-27,0,0,122,134,Charlotte Hornets,Utah Jazz
0022300646,2024-01-27,0,1,96,115,Boston Celtics,LA Clippers
0022300645,2024-01-27,1,1,106,104,Brooklyn Nets,Houston Rockets
0022300644,2024-01-27,1,1,111,105,Denver Nuggets,Philadelphia 76ers
0022300643,2024-01-27,1,1,125,109,New York Knicks,Miami Heat
0022300648,2024-01-27,1,1,141,117,Milwaukee Bucks,New Orleans Pelicans
0022300655,2024-01-28,1,1,113,98,Orlando Magic,Phoenix Suns
0022300654,2024-01-28,1,0,120,104,Detroit Pistons,Oklahoma City Thunder
0022300653,2024-01-28,1,1,126,125,Atlanta Hawks,Toronto Raptors
0022300652,2024-01-28,1,1,116,110,Indiana Pacers,Memphis Grizzlies
0022300656,2024-01-28,0,0,96,104,Portland Trail Blazers,Chicago Bulls
0022300657,2024-01-29,0,0,92,113,Charlotte Hornets,New York Knicks
0022300667,2024-01-29,1,1,113,107,Denver Nuggets,Milwaukee Bucks
0022300658,2024-01-29,1,1,118,108,Cleveland Cavaliers,LA Clippers
0022300659,2024-01-29,1,1,118,112,Boston Celtics,New Orleans Pelicans
0022300660,2024-01-29,1,0,147,114,Brooklyn Nets,Utah Jazz
0022300661,2024-01-29,0,0,105,118,Miami Heat,Phoenix Suns
0022300662,2024-01-29,1,1,135,119,Houston Rockets,Los Angeles Lakers
0022300663,2024-01-29,0,0,94,103,Memphis Grizzlies,Sacramento Kings
0022300664,2024-01-29,0,1,101,107,Oklahoma City Thunder,Minnesota Timberwolves
0022300665,2024-01-29,0,1,113,118,San Antonio Spurs,Washington Wizards
0022300666,2024-01-29,1,1,131,129,Dallas Mavericks,Orlando Magic
0022300668,2024-01-29,1,0,130,104,Portland Trail Blazers,Philadelphia 76ers
0022300673,2024-01-30,1,1,119,107,Golden State Warriors,Philadelphia 76ers
0022300671,2024-01-30,1,1,118,103,New York Knicks,Utah Jazz
0022300672,2024-01-30,0,1,107,118,Chicago Bulls,Toronto Raptors
0022300669,2024-01-30,1,0,138,122,Atlanta Hawks,Los Angeles Lakers
0022300670,2024-01-30,1,1,129,124,Boston Celtics,Indiana Pacers
0022300678,2024-01-31,1,0,115,106,Miami Heat,Sacramento Kings
0022300674,2024-01-31,0,0,110,117,Charlotte Hornets,Chicago Bulls
0022300675,2024-01-31,1,1,128,121,Cleveland Cavaliers,Detroit Pistons
0022300676,2024-01-31,0,0,109,125,Washington Wizards,LA Clippers
0022300677,2024-01-31,0,0,120,136,Brooklyn Nets,Phoenix Suns
0022300679,2024-01-31,0,0,99,110,Houston Rockets,New Orleans Pelicans
0022300680,2024-01-31,1,1,121,87,Minnesota Timberwolves,Dallas Mavericks
0022300681,2024-01-31,0,0,98,108,San Antonio Spurs,Orlando Magic
0022300682,2024-01-31,1,1,105,100,Oklahoma City Thunder,Denver Nuggets
0022300683,2024-01-31,1,0,119,116,Portland Trail Blazers,Milwaukee Bucks
0022300686,2024-02-01,0,1,124,127,Utah Jazz,Philadelphia 76ers
0022300687,2024-02-01,0,0,101,108,Memphis Grizzlies,Cleveland Cavaliers
0022300684,2024-02-01,0,1,105,114,Boston Celtics,Los Angeles Lakers
0022300685,2024-02-01,1,1,109,105,New York Knicks,Indiana Pacers
0022300695,2024-02-02,1,1,126,106,Oklahoma City Thunder,Charlotte Hornets
0022300688,2024-02-02,0,0,125,136,Detroit Pistons,LA Clippers
0022300689,2024-02-02,0,0,102,110,Washington Wizards,Miami Heat
0022300690,2024-02-02,1,0,129,120,Atlanta Hawks,Phoenix Suns
0022300691,2024-02-02,0,1,122,133,Indiana Pacers,Sacramento Kings
0022300692,2024-02-02,1,1,135,106,Houston Rockets,Toronto Raptors
0022300693,2024-02-02,0,1,101,121,Memphis Grizzlies,Golden State Warriors
