gameId,GAME_DATE,HOME_WON,PRED,H_POINTS,A_POINTS,H_teamName,A_teamName
0022300697,2024-02-02,1,1,120,108,Denver Nuggets,Portland Trail Blazers
0022300696,2024-02-02,0,0,113,114,San Antonio Spurs,New Orleans Pelicans
0022300694,2024-02-02,0,1,106,108,Minnesota Timberwolves,Orlando Magic
0022300698,2024-02-03,0,1,121,136,Philadelphia 76ers,Brooklyn Nets
0022300699,2024-02-03,1,0,141,134,Atlanta Hawks,Golden State Warriors
0022300700,2024-02-03,0,1,115,123,Chicago Bulls,Sacramento Kings
0022300701,2024-02-03,0,1,105,113,New York Knicks,Los Angeles Lakers
0022300702,2024-02-03,0,0,117,129,Dallas Mavericks,Milwaukee Bucks
0022300703,2024-02-03,0,0,101,117,San Antonio Spurs,Cleveland Cavaliers
0022300708,2024-02-04,0,0,95,103,Miami Heat,LA Clippers
0022300710,2024-02-04,1,1,135,127,Oklahoma City Thunder,Toronto Raptors
0022300712,2024-02-04,1,1,112,103,Denver Nuggets,Portland Trail Blazers
0022300705,2024-02-04,0,0,112,140,Washington Wizards,Phoenix Suns
0022300706,2024-02-04,1,1,131,91,Boston Celtics,Memphis Grizzlies
0022300707,2024-02-04,0,0,99,115,Charlotte Hornets,Indiana Pacers
0022300709,2024-02-04,1,1,111,90,Minnesota Timberwolves,Houston Rockets
0022300711,2024-02-04,1,1,123,108,Utah Jazz,Milwaukee Bucks
0022300704,2024-02-04,0,0,99,111,Detroit Pistons,Orlando Magic
0022300713,2024-02-05,0,0,118,124,Charlotte Hornets,Los Angeles Lakers
0022300714,2024-02-05,1,1,136,110,Cleveland Cavaliers,Sacramento Kings
0022300715,2024-02-05,0,1,102,118,Philadelphia 76ers,Dallas Mavericks
0022300716,2024-02-05,0,0,144,149,Atlanta Hawks,LA Clippers
0022300718,2024-02-05,1,1,138,100,New Orleans Pelicans,Toronto Raptors
0022300717,2024-02-05,0,1,98,109,Brooklyn Nets,Golden State Warriors
0022300720,2024-02-06,0,1,107,119,Brooklyn Nets,Dallas Mavericks
0022300722,2024-02-06,1,1,123,113,New York Knicks,Memphis Grizzlies
0022300723,2024-02-06,1,0,129,123,Chicago Bulls,Minnesota Timberwolves
0022300724,2024-02-06,1,1,124,117,Utah Jazz,Oklahoma City Thunder
0022300725,2024-02-06,1,1,114,106,Phoenix Suns,Milwaukee Bucks
0022300719,2024-02-06,1,1,132,129,Indiana Pacers,Houston Rockets
0022300721,2024-02-06,1,0,121,95,Miami Heat,Orlando Magic
0022300732,2024-02-07,0,1,120,133,Sacramento Kings,Detroit Pistons
0022300731,2024-02-07,0,1,106,117,LA Clippers,New Orleans Pelicans
0022300727,2024-02-07,0,1,104,127,Philadelphia 76ers,Golden State Warriors
0022300728,2024-02-07,0,0,106,114,Washington Wizards,Cleveland Cavaliers
0022300729,2024-02-07,1,1,125,117,Boston Celtics,Atlanta Hawks
0022300730,2024-02-07,1,1,116,104,Miami Heat,San Antonio Spurs
0022300726,2024-02-07,0,0,117,123,Charlotte Hornets,Toronto Raptors
0022300734,2024-02-08,1,1,127,111,Orlando Magic,San Antonio Spurs
0022300733,2024-02-08,0,1,109,131,Indiana Pacers,Golden State Warriors
0022300735,2024-02-08,0,0,95,118,Brooklyn Nets,Cleveland Cavaliers
0022300737,2024-02-08,0,0,110,118,Memphis Grizzlies,Chicago Bulls
0022300738,2024-02-08,0,0,105,129,Milwaukee Bucks,Minnesota Timberwolves
0022300739,2024-02-08,1,1,129,115,Phoenix Suns,Utah Jazz
0022300740,2024-02-08,0,0,106,114,Los Angeles Lakers,Denver Nuggets
0022300741,2024-02-08,0,1,122,128,Portland Trail Blazers,Detroit Pistons
0022300736,2024-02-08,0,1,108,122,New York Knicks,Dallas Mavericks
0022300742,2024-02-09,0,1,121,127,Philadelphia 76ers,Atlanta Hawks
0022300743,2024-02-09,1,1,133,129,Boston Celtics,Washington Wizards
0022300744,2024-02-09,1,1,107,104,Toronto Raptors,Houston Rockets
0022300745,2024-02-09,1,1,120,84,Milwaukee Bucks,Charlotte Hornets
0022300746,2024-02-09,1,0,135,106,Sacramento Kings,Denver Nuggets
0022300747,2024-02-09,1,0,139,122,Los Angeles Lakers,New Orleans Pelicans
0022300748,2024-02-10,1,0,146,111,Dallas Mavericks,Oklahoma City Thunder
0022300750,2024-02-10,1,1,123,103,Brooklyn Nets,San Antonio Spurs
0022300751,2024-02-10,1,0,115,106,Charlotte Hornets,Memphis Grizzlies
0022300752,2024-02-10,1,1,114,108,Orlando Magic,Chicago Bulls
0022300753,2024-02-10,0,0,113,119,Washington Wizards,Philadelphia 76ers
0022300754,2024-02-10,1,1,122,113,Atlanta Hawks,Houston Rockets
0022300755,2024-02-10,0,1,111,125,New York Knicks,Indiana Pacers
0022300756,2024-02-10,0,0,95,119,Toronto Raptors,Cleveland Cavaliers
0022300757,2024-02-10,1,1,113,112,Golden State Warriors,Phoenix Suns
0022300758,2024-02-10,0,0,84,93,Portland Trail Blazers,New Orleans Pelicans
0022300749,2024-02-10,1,1,112,106,LA Clippers,Detroit Pistons
0022300759,2024-02-11,0,0,106,110,Miami Heat,Boston Celtics
0022300760,2024-02-11,1,1,127,113,Oklahoma City Thunder,Sacramento Kings
0022300762,2024-02-12,0,1,121,123,Cleveland Cavaliers,Philadelphia 76ers
0022300763,2024-02-12,0,1,126,136,Atlanta Hawks,Chicago Bulls
0022300764,2024-02-12,0,1,99,122,Toronto Raptors,San Antonio Spurs
0022300761,2024-02-12,1,0,111,102,Charlotte Hornets,Indiana Pacers
0022300765,2024-02-12,1,0,105,103,Houston Rockets,New York Knicks
0022300766,2024-02-12,0,0,87,96,Memphis Grizzlies,New Orleans Pelicans
0022300767,2024-02-12,1,1,112,95,Milwaukee Bucks,Denver Nuggets
0022300768,2024-02-12,1,1,112,104,Dallas Mavericks,Washington Wizards
0022300769,2024-02-12,0,1,107,129,Utah Jazz,Golden State Warriors
0022300770,2024-02-12,0,1,100,121,LA Clippers,Minnesota Timberwolves
0022300771,2024-02-13,0,0,110,118,Brooklyn Nets,Boston Celtics
0022300772,2024-02-13,0,0,113,127,Orlando Magic,Oklahoma City Thunder
0022300773,2024-02-13,0,1,97,123,Milwaukee Bucks,Miami Heat
0022300774,2024-02-13,1,1,130,125,Phoenix Suns,Sacramento Kings
0022300775,2024-02-13,0,0,109,121,Portland Trail Blazers,Minnesota Timberwolves
0022300776,2024-02-13,1,1,125,111,Los Angeles Lakers,Detroit Pistons
0022300777,2024-02-14,1,0,122,99,Charlotte Hornets,Atlanta Hawks
0022300779,2024-02-14,0,1,104,109,Philadelphia 76ers,Miami Heat
0022300780,2024-02-14,1,1,136,86,Boston Celtics,Brooklyn Nets
0022300781,2024-02-14,1,1,108,105,Cleveland Cavaliers,Chicago Bulls
0022300782,2024-02-14,0,0,125,127,Toronto Raptors,Indiana Pacers
0022300783,2024-02-14,1,1,121,113,Memphis Grizzlies,Houston Rockets
0022300784,2024-02-14,1,1,133,126,New Orleans Pelicans,Washington Wizards
0022300785,2024-02-14,1,1,116,93,Dallas Mavericks,San Antonio Spurs
0022300786,2024-02-14,0,1,98,102,Denver Nuggets,Sacramento Kings
0022300787,2024-02-14,1,1,116,100,Phoenix Suns,Detroit Pistons
0022300788,2024-02-14,0,1,122,138,Utah Jazz,Los Angeles Lakers
0022300789,2024-02-14,0,1,125,130,Golden State Warriors,LA Clippers
0022300778,2024-02-14,1,0,118,100,Orlando Magic,New York Knicks
0022300791,2024-02-15,0,0,91,128,Portland Trail Blazers,Minnesota Timberwolves
0022300790,2024-02-15,1,0,113,110,Memphis Grizzlies,Milwaukee Bucks
0022300576,2024-02-15,0,0,137,140,Utah Jazz,Golden State Warriors
0022300803,2024-02-22,1,1,127,122,Sacramento Kings,San Antonio Spurs
0022300802,2024-02-22,1,1,128,110,Golden State Warriors,Los Angeles Lakers
0022300800,2024-02-22,1,1,130,110,Denver Nuggets,Washington Wizards
0022300799,2024-02-22,1,1,129,107,Oklahoma City Thunder,LA Clippers
0022300798,2024-02-22,1,1,127,105,New Orleans Pelicans,Houston Rockets
0022300797,2024-02-22,0,0,112,129,Chicago Bulls,Boston Celtics
0022300801,2024-02-22,0,1,107,115,Utah Jazz,Charlotte Hornets
0022300795,2024-02-22,1,0,121,93,Toronto Raptors,Brooklyn Nets
0022300794,2024-02-22,0,0,96,110,Philadelphia 76ers,New York Knicks
0022300793,2024-02-22,1,1,129,115,Indiana Pacers,Detroit Pistons
0022300792,2024-02-22,0,1,109,116,Cleveland Cavaliers,Orlando Magic
0022300796,2024-02-22,1,0,123,113,Dallas Mavericks,Phoenix Suns
0022300811,2024-02-23,1,1,97,84,Golden State Warriors,Charlotte Hornets
0022300813,2024-02-23,1,1,123,118,Los Angeles Lakers,San Antonio Spurs
0022300804,2024-02-23,0,1,121,123,Atlanta Hawks,Toronto Raptors
0022300805,2024-02-23,1,0,104,97,Philadelphia 76ers,Cleveland Cavaliers
0022300806,2024-02-23,1,0,114,110,Houston Rockets,Phoenix Suns
0022300807,2024-02-23,0,0,95,101,Memphis Grizzlies,LA Clippers
0022300808,2024-02-23,0,1,107,112,Minnesota Timberwolves,Milwaukee Bucks
0022300809,2024-02-23,1,1,147,106,Oklahoma City Thunder,Washington Wizards
0022300810,2024-02-23,0,1,95,106,New Orleans Pelicans,Miami Heat
0022300812,2024-02-23,0,0,112,127,Portland Trail Blazers,Denver Nuggets
0022300816,2024-02-24,0,0,102,116,New York Knicks,Boston Celtics
0022300814,2024-02-24,0,0,109,112,Detroit Pistons,Orlando Magic
0022300815,2024-02-24,1,1,101,86,Minnesota Timberwolves,Brooklyn Nets
0022300823,2024-02-25,0,1,106,114,New Orleans Pelicans,Chicago Bulls
0022300817,2024-02-25,0,0,98,119,Philadelphia 76ers,Milwaukee Bucks
0022300824,2024-02-25,0,1,103,119,Golden State Warriors,Denver Nuggets
0022300825,2024-02-25,1,1,128,109,Utah Jazz,San Antonio Spurs
0022300826,2024-02-25,0,1,80,93,Portland Trail Blazers,Charlotte Hornets
0022300827,2024-02-25,0,1,107,123,LA Clippers,Sacramento Kings
0022300822,2024-02-25,0,0,110,123,Houston Rockets,Oklahoma City Thunder
0022300818,2024-02-25,1,1,123,113,Phoenix Suns,Los Angeles Lakers
0022300819,2024-02-25,1,1,133,111,Indiana Pacers,Dallas Mavericks
0022300820,2024-02-25,0,0,105,114,Washington Wizards,Cleveland Cavaliers
0022300821,2024-02-25,1,0,109,92,Atlanta Hawks,Orlando Magic
0022300831,2024-02-26,0,1,110,121,Sacramento Kings,Miami Heat
0022300828,2024-02-26,1,1,113,111,New York Knicks,Detroit Pistons
0022300829,2024-02-26,0,1,122,130,Indiana Pacers,Toronto Raptors
0022300830,2024-02-26,0,1,86,111,Memphis Grizzlies,Brooklyn Nets
0022300842,2024-02-27,0,0,96,106,Portland Trail Blazers,Miami Heat
0022300839,2024-02-27,0,1,95,105,Chicago Bulls,Detroit Pistons
0022300832,2024-02-27,1,1,121,119,Cleveland Cavaliers,Dallas Mavericks
0022300833,2024-02-27,1,1,108,81,Orlando Magic,Brooklyn Nets
0022300841,2024-02-27,1,1,112,95,Oklahoma City Thunder,Houston Rockets
0022300835,2024-02-27,1,1,124,97,Atlanta Hawks,Utah Jazz
0022300836,2024-02-27,1,1,117,99,Boston Celtics,Philadelphia 76ers
0022300837,2024-02-27,0,1,92,115,New York Knicks,New Orleans Pelicans
0022300838,2024-02-27,1,1,114,105,Minnesota Timberwolves,San Antonio Spurs
0022300840,2024-02-27,1,1,123,85,Milwaukee Bucks,Charlotte Hornets
0022300834,2024-02-27,0,0,112,123,Washington Wizards,Golden State Warriors
0022300844,2024-02-28,0,0,125,136,Toronto Raptors,Dallas Mavericks
0022300846,2024-02-28,1,0,132,123,Chicago Bulls,Cleveland Cavaliers
0022300847,2024-02-28,1,1,117,96,Denver Nuggets,Sacramento Kings
0022300848,2024-02-28,0,1,112,116,LA Clippers,Los Angeles Lakers
0022300843,2024-02-28,1,1,123,114,Indiana Pacers,New Orleans Pelicans
0022300845,2024-02-28,1,1,110,101,Minnesota Timberwolves,Memphis Grizzlies
0022300849,2024-02-29,0,0,99,111,Charlotte Hornets,Milwaukee Bucks
0022300850,2024-02-29,1,1,115,107,Orlando Magic,Utah Jazz
0022300851,2024-02-29,1,0,124,97,Brooklyn Nets,Atlanta Hawks
0022300852,2024-02-29,0,1,99,110,New York Knicks,Golden State Warriors
0022300853,2024-02-29,1,0,132,118,San Antonio Spurs,Oklahoma City Thunder
0022300854,2024-02-29,1,1,110,105,Phoenix Suns,Houston Rockets
0022300855,2024-02-29,1,1,103,97,Denver Nuggets,Miami Heat
0022300856,2024-02-29,1,1,134,131,Los Angeles Lakers,Washington Wizards
0022300857,2024-03-01,0,0,100,110,Detroit Pistons,Cleveland Cavaliers
0022300860,2024-03-01,0,0,105,120,Toronto Raptors,Golden State Warriors
0022300861,2024-03-01,0,1,92,122,Memphis Grizzlies,Portland Trail Blazers
0022300862,2024-03-01,0,1,120,124,Minnesota Timberwolves,Sacramento Kings
0022300863,2024-03-01,1,1,129,102,New Orleans Pelicans,Indiana Pacers
0022300864,2024-03-01,0,0,97,113,Chicago Bulls,Milwaukee Bucks
0022300865,2024-03-01,1,1,140,115,LA Clippers,Washington Wizards
0022300859,2024-03-01,1,1,138,110,Boston Celtics,Dallas Mavericks
0022300858,2024-03-01,1,1,121,114,Philadelphia 76ers,Charlotte Hornets
0022300866,2024-03-02,1,1,114,102,Brooklyn Nets,Atlanta Hawks
0022300867,2024-03-02,1,1,126,120,Miami Heat,Utah Jazz
0022300868,2024-03-02,0,1,100,107,Memphis Grizzlies,Portland Trail Blazers
0022300869,2024-03-02,0,1,114,124,Los Angeles Lakers,Denver Nuggets
0022300870,2024-03-02,0,1,109,118,Phoenix Suns,Houston Rockets
0022300874,2024-03-03,1,1,113,91,Orlando Magic,Detroit Pistons
0022300872,2024-03-03,1,1,140,88,Boston Celtics,Golden State Warriors
0022300871,2024-03-03,0,1,116,120,Dallas Mavericks,Philadelphia 76ers
0022300873,2024-03-03,0,1,88,89,Minnesota Timberwolves,LA Clippers
0022300875,2024-03-03,1,1,111,106,Toronto Raptors,Charlotte Hornets
0022300876,2024-03-03,0,1,98,107,Cleveland Cavaliers,New York Knicks
0022300877,2024-03-03,1,0,117,105,San Antonio Spurs,Indiana Pacers
0022300878,2024-03-03,0,0,110,118,Phoenix Suns,Oklahoma City Thunder
0022300883,2024-03-04,0,1,109,113,Sacramento Kings,Chicago Bulls
0022300879,2024-03-04,0,1,102,106,Brooklyn Nets,Memphis Grizzlies
0022300880,2024-03-04,1,1,113,106,Milwaukee Bucks,LA Clippers
0022300881,2024-03-04,1,1,119,114,Minnesota Timberwolves,Portland Trail Blazers
0022300882,2024-03-04,1,1,127,115,Utah Jazz,Washington Wizards
0022300884,2024-03-04,1,0,116,104,Los Angeles Lakers,Oklahoma City Thunder
0022300892,2024-03-05,0,1,120,137,Dallas Mavericks,Indiana Pacers
0022300891,2024-03-05,1,1,114,101,Houston Rockets,San Antonio Spurs
0022300890,2024-03-05,0,0,98,139,Toronto Raptors,New Orleans Pelicans
0022300888,2024-03-05,1,1,118,110,Miami Heat,Detroit Pistons
0022300886,2024-03-05,1,0,105,104,Cleveland Cavaliers,Boston Celtics
0022300885,2024-03-05,0,0,89,101,Charlotte Hornets,Orlando Magic
0022300893,2024-03-05,0,1,107,117,Denver Nuggets,Phoenix Suns
0022300889,2024-03-05,0,1,100,116,New York Knicks,Atlanta Hawks
0022300887,2024-03-05,1,1,112,107,Brooklyn Nets,Philadelphia 76ers
0022300894,2024-03-06,0,0,109,119,Washington Wizards,Orlando Magic
0022300896,2024-03-06,0,1,109,115,Philadelphia 76ers,Memphis Grizzlies
0022300897,2024-03-06,0,0,116,122,Houston Rockets,LA Clippers
0022300898,2024-03-06,0,1,117,119,Utah Jazz,Chicago Bulls
0022300899,2024-03-06,1,1,125,90,Golden State Warriors,Milwaukee Bucks
0022300900,2024-03-06,0,0,120,128,Portland Trail Blazers,Oklahoma City Thunder
0022300895,2024-03-06,1,0,112,101,Atlanta Hawks,Cleveland Cavaliers
0022300901,2024-03-06,0,1,120,130,Los Angeles Lakers,Sacramento Kings
0022300905,2024-03-07,1,1,120,113,Phoenix Suns,Toronto Raptors
0022300902,2024-03-07,1,0,118,112,Detroit Pistons,Brooklyn Nets
0022300903,2024-03-07,0,0,111,113,Indiana Pacers,Minnesota Timberwolves
0022300908,2024-03-07,1,1,131,129,Sacramento Kings,San Antonio Spurs
0022300907,2024-03-07,0,1,122,125,Golden State Warriors,Chicago Bulls
0022300906,2024-03-07,1,0,115,109,Denver Nuggets,Boston Celtics
0022300904,2024-03-07,1,0,114,108,Dallas Mavericks,Miami Heat
0022300916,2024-03-08,0,0,107,123,Portland Trail Blazers,Houston Rockets
0022300915,2024-03-08,1,1,123,122,Los Angeles Lakers,Milwaukee Bucks
0022300914,2024-03-08,1,1,107,100,Oklahoma City Thunder,Miami Heat
0022300913,2024-03-08,0,0,92,99,Memphis Grizzlies,Atlanta Hawks
0022300912,2024-03-08,1,1,98,74,New York Knicks,Orlando Magic
0022300911,2024-03-08,1,1,113,104,Cleveland Cavaliers,Minnesota Timberwolves
0022300909,2024-03-08,0,0,95,103,Philadelphia 76ers,New Orleans Pelicans
0022300910,2024-03-08,1,1,112,100,Washington Wizards,Charlotte Hornets
0022300920,2024-03-09,0,0,107,117,Phoenix Suns,Boston Celtics
0022300918,2024-03-09,1,0,110,99,Charlotte Hornets,Brooklyn Nets
0022300919,2024-03-09,0,0,124,142,Detroit Pistons,Dallas Mavericks
0022300921,2024-03-09,0,1,113,126,Golden State Warriors,San Antonio Spurs
0022300922,2024-03-09,1,1,142,121,Denver Nuggets,Utah Jazz
0022300923,2024-03-09,1,1,128,118,Portland Trail Blazers,Toronto Raptors
0022300917,2024-03-09,1,1,112,102,LA Clippers,Chicago Bulls
0022300931,2024-03-10,1,1,124,93,Oklahoma City Thunder,Memphis Grizzlies
0022300927,2024-03-10,0,1,73,79,New York Knicks,Philadelphia 76ers
0022300928,2024-03-10,0,1,97,111,Orlando Magic,Indiana Pacers
0022300929,2024-03-10,0,1,104,112,Sacramento Kings,Houston Rockets
0022300930,2024-03-10,0,1,101,120,Cleveland Cavaliers,Brooklyn Nets
0022300932,2024-03-10,1,0,120,109,Los Angeles Lakers,Minnesota Timberwolves
0022300925,2024-03-10,0,0,103,116,Atlanta Hawks,New Orleans Pelicans
0022300926,2024-03-10,0,1,108,110,Miami Heat,Washington Wizards
0022300924,2024-03-10,0,1,117,124,LA Clippers,Milwaukee Bucks
0022300934,2024-03-11,0,1,111,117,Cleveland Cavaliers,Phoenix Suns
0022300936,2024-03-11,0,0,102,112,San Antonio Spurs,Golden State Warriors
0022300937,2024-03-11,1,1,125,119,Denver Nuggets,Toronto Raptors
0022300938,2024-03-11,0,0,99,121,Portland Trail Blazers,Boston Celtics
0022300933,2024-03-11,1,1,114,97,Detroit Pistons,Charlotte Hornets
0022300935,2024-03-11,0,1,92,127,Chicago Bulls,Dallas Mavericks
0022300945,2024-03-12,1,0,129,94,Sacramento Kings,Milwaukee Bucks
0022300939,2024-03-12,1,1,106,79,New York Knicks,Philadelphia 76ers
0022300940,2024-03-12,1,1,109,97,Memphis Grizzlies,Washington Wizards
0022300941,2024-03-12,0,1,111,121,Oklahoma City Thunder,Indiana Pacers
0022300942,2024-03-12,0,0,101,103,San Antonio Spurs,Houston Rockets
0022300943,2024-03-12,0,0,107,123,Utah Jazz,Boston Celtics
0022300944,2024-03-12,0,1,100,118,LA Clippers,Minnesota Timberwolves
0022300946,2024-03-13,1,1,113,104,Detroit Pistons,Toronto Raptors
0022300948,2024-03-13,0,1,129,132,Indiana Pacers,Chicago Bulls
0022300947,2024-03-13,1,1,114,106,Orlando Magic,Brooklyn Nets
0022300954,2024-03-13,1,1,120,107,Sacramento Kings,Los Angeles Lakers
0022300949,2024-03-13,0,0,88,100,Miami Heat,Denver Nuggets
0022300950,2024-03-13,0,1,98,110,Memphis Grizzlies,Charlotte Hornets
0022300951,2024-03-13,0,1,95,116,New Orleans Pelicans,Cleveland Cavaliers
0022300952,2024-03-13,1,1,109,99,Dallas Mavericks,Golden State Warriors
0022300953,2024-03-13,1,0,106,102,Portland Trail Blazers,Atlanta Hawks
0022300956,2024-03-14,0,0,111,126,Chicago Bulls,LA Clippers
0022300957,2024-03-14,1,1,135,119,Houston Rockets,Washington Wizards
0022300958,2024-03-14,1,1,114,105,Milwaukee Bucks,Philadelphia 76ers
0022300959,2024-03-14,1,1,126,119,Oklahoma City Thunder,Dallas Mavericks
0022300960,2024-03-14,0,0,93,105,Portland Trail Blazers,New York Knicks
0022300955,2024-03-14,1,1,127,112,Boston Celtics,Phoenix Suns
0022300961,2024-03-15,0,0,96,107,Charlotte Hornets,Phoenix Suns
0022300962,2024-03-15,0,0,95,108,Detroit Pistons,Miami Heat
0022300963,2024-03-15,0,0,103,113,Toronto Raptors,Orlando Magic
0022300964,2024-03-15,1,1,112,104,New Orleans Pelicans,LA Clippers
0022300966,2024-03-15,1,1,124,122,Utah Jazz,Atlanta Hawks
0022300965,2024-03-15,0,0,106,117,San Antonio Spurs,Denver Nuggets
0022300968,2024-03-16,1,1,121,100,Indiana Pacers,Brooklyn Nets
0022300969,2024-03-16,1,1,109,98,Philadelphia 76ers,Charlotte Hornets
0022300970,2024-03-16,1,1,126,107,New Orleans Pelicans,Portland Trail Blazers
0022300971,2024-03-16,1,1,127,98,Chicago Bulls,Washington Wizards
0022300972,2024-03-16,0,0,112,118,Memphis Grizzlies,Oklahoma City Thunder
0022300973,2024-03-16,0,1,121,128,Los Angeles Lakers,Golden State Warriors
0022300974,2024-03-16,0,0,100,119,Utah Jazz,Minnesota Timberwolves
0022300975,2024-03-16,0,1,91,98,Sacramento Kings,New York Knicks
0022300967,2024-03-16,1,0,117,103,Houston Rockets,Cleveland Cavaliers
0022300979,2024-03-17,1,1,111,96,Orlando Magic,Toronto Raptors
0022300976,2024-03-17,1,1,140,129,Milwaukee Bucks,Phoenix Suns
0022300982,2024-03-17,0,1,93,110,LA Clippers,Atlanta Hawks
0022300981,2024-03-17,1,0,122,115,San Antonio Spurs,Brooklyn Nets
0022300977,2024-03-17,0,0,101,104,Detroit Pistons,Miami Heat
0022300978,2024-03-17,1,0,107,105,Dallas Mavericks,Denver Nuggets
0022300980,2024-03-17,0,0,104,130,Washington Wizards,Boston Celtics
0022300990,2024-03-18,1,1,136,105,Los Angeles Lakers,Atlanta Hawks
0022300989,2024-03-18,1,1,121,111,Sacramento Kings,Memphis Grizzlies
0022300988,2024-03-18,0,1,112,119,Golden State Warriors,New York Knicks
0022300987,2024-03-18,0,0,104,114,Utah Jazz,Minnesota Timberwolves
0022300986,2024-03-18,1,1,110,107,Chicago Bulls,Portland Trail Blazers
0022300985,2024-03-18,1,0,98,91,Philadelphia 76ers,Miami Heat
0022300984,2024-03-18,1,1,119,94,Boston Celtics,Detroit Pistons
0022300983,2024-03-18,0,1,103,108,Indiana Pacers,Cleveland Cavaliers
0022300991,2024-03-19,1,1,112,92,Orlando Magic,Charlotte Hornets
0022300994,2024-03-19,0,0,107,113,San Antonio Spurs,Dallas Mavericks
0022300993,2024-03-19,0,0,91,104,Brooklyn Nets,New Orleans Pelicans
0022300992,2024-03-19,0,0,114,137,Washington Wizards,Houston Rockets
0022300995,2024-03-19,0,1,112,115,Minnesota Timberwolves,Denver Nuggets
0022300997,2024-03-20,0,0,103,122,Detroit Pistons,Indiana Pacers
0022300998,2024-03-20,1,1,122,119,Boston Celtics,Milwaukee Bucks
0022301000,2024-03-20,1,1,119,107,Oklahoma City Thunder,Utah Jazz
0022301001,2024-03-20,1,1,137,116,Golden State Warriors,Memphis Grizzlies
0022301002,2024-03-20,1,1,115,102,Phoenix Suns,Philadelphia 76ers
0022301003,2024-03-20,0,0,103,116,Portland Trail Blazers,LA Clippers
0022300999,2024-03-20,0,0,89,123,Toronto Raptors,Sacramento Kings
0022300996,2024-03-20,0,1,104,107,Cleveland Cavaliers,Miami Heat
0022301004,2024-03-21,1,0,121,106,Orlando Magic,New Orleans Pelicans
0022301005,2024-03-21,1,0,109,102,Washington Wizards,Sacramento Kings
0022301006,2024-03-21,1,1,127,117,Houston Rockets,Chicago Bulls
0022301007,2024-03-21,1,1,115,108,Milwaukee Bucks,Brooklyn Nets
0022301008,2024-03-21,1,1,113,97,Dallas Mavericks,Utah Jazz
0022301009,2024-03-21,1,1,113,100,Denver Nuggets,New York Knicks
0022301010,2024-03-21,1,1,128,115,Phoenix Suns,Atlanta Hawks
0022301014,2024-03-22,1,1,104,91,Minnesota Timberwolves,Cleveland Cavaliers
0022301012,2024-03-22,0,0,103,123,Toronto Raptors,Oklahoma City Thunder
0022301018,2024-03-22,1,1,101,94,Los Angeles Lakers,Philadelphia 76ers
0022301017,2024-03-22,0,0,117,125,Portland Trail Blazers,LA Clippers
0022301016,2024-03-22,0,1,111,123,Golden State Warriors,Indiana Pacers
0022301015,2024-03-22,0,1,97,99,San Antonio Spurs,Memphis Grizzlies
0022301011,2024-03-22,0,0,102,129,Detroit Pistons,Boston Celtics
0022301013,2024-03-22,0,0,88,111,Miami Heat,New Orleans Pelicans
0022301026,2024-03-23,0,0,111,114,Portland Trail Blazers,Denver Nuggets
0022301025,2024-03-23,0,0,106,131,San Antonio Spurs,Phoenix Suns
0022301024,2024-03-23,1,1,147,119,Houston Rockets,Utah Jazz
0022301023,2024-03-23,0,0,113,124,Chicago Bulls,Boston Celtics
0022301022,2024-03-23,1,1,112,109,Washington Wizards,Toronto Raptors
0022301021,2024-03-23,1,1,132,91,Atlanta Hawks,Charlotte Hornets
0022301020,2024-03-23,0,1,107,109,Orlando Magic,Sacramento Kings
0022301019,2024-03-23,1,1,105,93,New York Knicks,Brooklyn Nets
0022301027,2024-03-24,0,0,101,114,Detroit Pistons,New Orleans Pelicans
0022301028,2024-03-24,0,1,107,121,LA Clippers,Philadelphia 76ers
0022301029,2024-03-24,1,0,121,84,Miami Heat,Cleveland Cavaliers
0022301030,2024-03-24,1,0,118,93,Milwaukee Bucks,Oklahoma City Thunder
0022301031,2024-03-24,1,1,114,110,Minnesota Timberwolves,Golden State Warriors
0022301032,2024-03-24,1,1,150,145,Los Angeles Lakers,Indiana Pacers
0022301038,2024-03-25,1,1,110,92,Houston Rockets,Portland Trail Blazers
0022301043,2024-03-25,0,1,116,133,LA Clippers,Indiana Pacers
0022301042,2024-03-25,1,1,108,96,Sacramento Kings,Philadelphia 76ers
0022301041,2024-03-25,0,0,105,115,Utah Jazz,Dallas Mavericks
0022301040,2024-03-25,1,1,128,103,Denver Nuggets,Memphis Grizzlies
0022301039,2024-03-25,1,0,104,102,San Antonio Spurs,Phoenix Suns
0022301037,2024-03-25,0,1,105,107,Chicago Bulls,Washington Wizards
0022301036,2024-03-25,0,0,88,96,Toronto Raptors,Brooklyn Nets
0022301035,2024-03-25,1,1,124,99,New York Knicks,Detroit Pistons
0022301034,2024-03-25,1,0,120,118,Atlanta Hawks,Boston Celtics
0022301033,2024-03-25,1,1,115,92,Cleveland Cavaliers,Charlotte Hornets
0022301046,2024-03-26,0,1,112,119,New Orleans Pelicans,Oklahoma City Thunder
0022301044,2024-03-26,0,1,92,113,Miami Heat,Golden State Warriors
0022301045,2024-03-26,0,1,124,128,Milwaukee Bucks,Los Angeles Lakers
0022301047,2024-03-26,0,1,96,132,Sacramento Kings,Dallas Mavericks
0022301048,2024-03-27,1,0,118,111,Charlotte Hornets,Cleveland Cavaliers
0022301058,2024-03-27,0,1,111,118,Utah Jazz,San Antonio Spurs
0022301049,2024-03-27,0,1,93,101,Orlando Magic,Golden State Warriors
