HOME_WON,ELO,ELO_PROB,NB_WIN,PCT_3PT_L10,PCT_LANCER_FRANC_L10,PCT_TIR_REUSSI_L10,PIE_L10,assistPercentage_L10,assistRatio_L10,assistToTurnover_L10,defensiveRating_L10,effectiveFieldGoalPercentage_L10,estimatedDefensiveRating_L10,estimatedNetRating_L10,estimatedOffensiveRating_L10,estimatedPace_L10,estimatedTeamTurnoverPercentage_L10,netRating_L10,offensiveRating_L10,pacePer40_L10,pace_L10,trueShootingPercentage_L10,turnoverRatio_L10
1,-124.7476999999999,-0.07110938600000005,0.0,-0.003500000000000003,0.003249999999999975,-0.027000000000000024,-0.015000000000000069,0.048250000000000015,0.1750000000000007,0.125,-1.1500000000000057,-0.03600000000000009,-0.2749999999999915,-8.525000000000002,-8.849999999999994,1.5949999999999989,-0.8372499999999974,-4.925000000000001,-6.075000000000003,0.30999999999998806,0.375,-0.027249999999999996,-0.3500000000000014
1,84.94190000000003,0.487141512,3.0,0.1845833333333334,-0.13766666666666671,0.033916666666666595,0.1529166666666666,-0.014583333333333282,-0.3000000000000007,-0.16083333333333338,-11.433333333333337,0.06941666666666663,-14.275000000000006,17.46666666666667,3.249999999999986,0.025000000000005684,1.1142499999999984,13.758333333333333,2.3833333333333115,-0.9375,-1.125,0.061000000000000054,0.9833333333333378
1,-249.5072,-0.40558562200000003,-1.0,0.039749999999999897,-0.04749999999999999,-0.03075,-0.027999999999999914,-0.19574999999999998,-5.150000000000002,-0.7749999999999999,-14.450000000000003,-0.04349999999999987,-13.800000000000011,-0.7249999999999996,-14.525000000000006,-2.4724999999999966,2.02675,-0.35000000000000053,-14.774999999999991,-2.1075000000000017,-2.5275000000000034,-0.05974999999999997,2.2250000000000014
0,28.204999999999927,0.35311991,3.0,-0.046499999999999986,-0.03949999999999998,0.039249999999999896,0.060333333333333294,-0.051000000000000045,0.01666666666666572,0.045833333333333615,-8.733333333333334,0.021333333333333426,-6.941666666666663,5.566666666666667,-1.441666666666677,6.38333333333334,-1.336083333333331,8.425,-0.3083333333333229,5.311666666666667,6.375,0.017416666666666636,-1.091666666666665
1,-33.33899999999994,0.18954558800000004,0.0,0.012000000000000066,0.0997499999999999,0.05075000000000013,0.03175,-0.12025000000000008,-1.6499999999999986,-0.2400000000000001,0.20000000000000284,0.05199999999999999,-1.625,1.825000000000001,0.22500000000000853,-2.9399999999999977,2.1355000000000004,0.025000000000000355,0.20000000000001705,-3.125,-3.75,0.05075000000000007,2.150000000000002
0,204.49980000000005,0.704621742,1.0,-0.1655000000000001,-0.03574999999999995,0.04325000000000001,0.004749999999999921,-0.023499999999999965,0.34999999999999787,-0.19999999999999996,2.174999999999997,0.03500000000000003,2.200000000000003,-1.0750000000000006,1.1500000000000057,-0.24750000000000227,2.8437499999999982,0.7750000000000004,3.0250000000000057,-0.9550000000000125,-1.144999999999996,0.029749999999999943,3.1999999999999993
1,71.5476000000001,0.45719059799999995,-1.0,0.08833333333333326,-0.047416666666666774,0.03716666666666668,0.044249999999999956,0.08775000000000016,3.241666666666667,0.7341666666666667,5.099999999999994,0.04716666666666669,11.51666666666668,-1.4833333333333334,10.008333333333354,-5.981666666666683,-2.290416666666667,2.533333333333333,7.6333333333333115,-1.2175000000000011,-1.4583333333333144,0.04616666666666669,-2.5583333333333336
0,-82.51970000000006,0.050269938000000014,0.0,-0.16500000000000004,0.07174999999999998,-0.09150000000000003,-0.034499999999999975,-0.05900000000000005,-4.200000000000003,-0.022499999999999742,-0.9249999999999972,-0.12624999999999997,1.7750000000000057,-10.375,-8.649999999999991,-3.5874999999999915,-4.6502500000000015,-3.5000000000000018,-4.424999999999997,-3.5649999999999977,-4.277500000000003,-0.08925000000000005,-3.9749999999999996
1,250.61000000000013,0.765404714,0.0,0.04899999999999999,-0.040000000000000036,0.026000000000000023,-0.008750000000000036,0.03424999999999989,2.9250000000000007,0.6374999999999997,2.549999999999997,0.00824999999999998,1.0249999999999915,-0.3750000000000009,0.625,1.865000000000009,-4.719000000000001,-1.7250000000000005,0.8250000000000028,0.835000000000008,1.0,-0.006750000000000034,-4.8000000000000025
1,83.49649999999997,0.483962136,-1.0,-0.19233333333333338,0.023250000000000104,-0.0736666666666666,-0.08349999999999996,-0.15666666666666657,-6.650000000000002,-0.9525,-6.708333333333314,-0.10049999999999998,-7.26666666666668,-10.341666666666667,-17.516666666666637,-1.2866666666666333,2.699583333333333,-10.966666666666667,-17.608333333333334,-1.2849999999999966,-1.5416666666666856,-0.0800833333333334,2.7416666666666725
1,103.15319999999997,0.52608894,0.0,0.1074,0.04760000000000009,0.02420000000000011,0.031200000000000006,0.1028,2.8399999999999963,-0.09799999999999986,-5.079999999999998,0.03959999999999997,-4.400000000000006,2.7800000000000002,-1.6199999999999903,-5.6200000000000045,2.8893999999999966,2.399999999999999,-2.660000000000011,-4.0859999999999985,-4.8999999999999915,0.03760000000000008,2.820000000000002
1,78.34550000000013,0.47252764199999997,-2.0,-0.005249999999999977,0.06874999999999987,-0.06466666666666665,-0.07491666666666669,-0.1528333333333335,-5.233333333333334,-0.23833333333333306,-0.2916666666666714,-0.08000000000000002,-1.9833333333333343,-9.341666666666667,-11.325000000000003,-0.5116666666666703,1.3200000000000003,-8.408333333333335,-8.700000000000003,-2.190000000000012,-2.625,-0.07508333333333328,1.741666666666669
0,83.71260000000007,0.484438296,2.0,-0.053800000000000014,-0.017000000000000015,0.0826,0.14759999999999995,-0.14060000000000006,-2.719999999999999,-0.612,-3.180000000000007,0.08199999999999996,-5.260000000000005,19.060000000000002,13.799999999999997,-2.6440000000000055,5.081799999999999,14.100000000000001,10.88000000000001,-1.8319999999999936,-2.200000000000003,0.09120000000000006,4.639999999999999
0,-177.62739999999985,-0.21978446000000001,2.0,-0.018450000000000022,-0.1714000000000001,-0.01375000000000004,0.0036999999999999256,0.049150000000000194,0.36499999999999844,0.4065000000000001,3.3100000000000165,-0.029450000000000087,2.460000000000008,-3.110000000000001,-0.6749999999999972,-1.2590000000000003,-2.8789999999999996,-1.6100000000000003,1.7250000000000085,-2.2505000000000024,-2.700000000000003,-0.02169999999999994,-2.5550000000000015
