gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022301129,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,95.8,96.0,117.0,117.2,-21.3,-21.2,0.583,1.11,15.4,0.358,0.756,0.532,18.955,19.0,0.466,0.499,1.0,0.2,99.68,99.5,82.92,100.0,0.383
0022301129,1610612755,Philadelphia,76ers,PHI,sixers,240:00,117.0,117.2,95.8,96.0,21.3,21.2,0.659,1.42,20.0,0.244,0.642,0.468,19.169,19.2,0.62,0.651,1.0,0.2,99.68,99.5,82.92,99.0,0.617
0022301090,1610612753,Orlando,Magic,ORL,magic,240:00,109.6,109.5,106.6,107.3,3.0,2.2,0.722,1.63,20.0,0.227,0.706,0.484,16.863,16.8,0.546,0.592,1.0,0.198,95.74,95.5,79.58,95.0,0.504
0022301090,1610612757,Portland,Trail Blazers,POR,blazers,240:00,106.6,107.3,109.6,109.5,-3.0,-2.2,0.7,2.55,20.6,0.294,0.773,0.516,11.387,11.5,0.506,0.533,1.0,0.197,95.74,95.5,79.58,96.0,0.496
0022301065,1610612764,Washington,Wizards,WAS,wizards,240:00,85.7,86.1,93.4,95.0,-7.7,-8.9,0.611,1.16,16.6,0.231,0.792,0.514,18.716,18.8,0.46,0.475,1.0,0.199,102.16,101.0,84.17,101.0,0.439
0022301065,1610612765,Detroit,Pistons,DET,pistons,240:00,93.4,95.0,85.7,86.1,7.7,8.9,0.514,1.46,14.6,0.208,0.769,0.486,12.646,12.9,0.449,0.491,1.0,0.199,102.16,101.0,84.17,101.0,0.561
0022301060,1610612737,Atlanta,Hawks,ATL,hawks,265:00,120.1,119.4,114.8,119.6,5.3,-0.2,0.471,2.18,16.7,0.357,0.76,0.547,10.742,10.7,0.563,0.567,1.0,0.199,94.48,92.83,77.36,103.0,0.488
0022301060,1610612738,Boston,Celtics,BOS,celtics,265:00,114.8,119.6,120.1,119.4,-5.3,0.2,0.622,2.33,19.5,0.24,0.643,0.453,11.295,11.8,0.553,0.591,1.0,0.194,94.48,92.83,77.36,102.0,0.512
0022301145,1610612755,Philadelphia,76ers,PHI,sixers,240:00,118.7,120.0,100.4,101.0,18.2,19.0,0.659,3.22,19.8,0.339,0.731,0.528,8.9,9.0,0.515,0.555,1.0,0.198,101.34,100.5,83.75,100.0,0.604
0022301145,1610612765,Detroit,Pistons,DET,pistons,240:00,100.4,101.0,118.7,120.0,-18.2,-19.0,0.588,1.25,15.3,0.269,0.661,0.472,15.754,15.8,0.488,0.539,1.0,0.203,101.34,100.5,83.75,101.0,0.396
0022301142,1610612744,Golden State,Warriors,GSW,warriors,240:00,118.4,122.9,113.1,114.6,5.3,8.3,0.653,2.0,22.4,0.372,0.826,0.607,16.058,16.7,0.609,0.623,1.0,0.193,98.44,96.0,80.0,96.0,0.569
0022301142,1610612762,Utah,Jazz,UTA,jazz,240:00,113.1,114.6,118.4,122.9,-5.3,-8.3,0.538,1.91,16.9,0.174,0.628,0.393,11.312,11.5,0.56,0.596,1.0,0.198,98.44,96.0,80.0,96.0,0.431
0022301075,1610612753,Orlando,Magic,ORL,magic,240:00,117.9,118.0,88.5,87.1,29.4,30.9,0.737,1.65,21.0,0.171,0.737,0.5,16.98,17.0,0.628,0.67,1.0,0.198,99.8,100.5,83.75,100.0,0.636
0022301075,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,88.5,87.1,117.9,118.0,-29.4,-30.9,0.806,1.32,18.2,0.263,0.829,0.5,19.099,18.8,0.43,0.471,1.0,0.201,99.8,100.5,83.75,101.0,0.364
0022301041,1610612762,Utah,Jazz,UTA,jazz,240:00,106.4,109.4,119.9,118.6,-13.5,-9.2,0.757,2.15,20.3,0.25,0.776,0.505,13.174,13.5,0.5,0.543,1.0,0.195,97.3,96.5,80.42,96.0,0.439
0022301041,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,119.9,118.6,106.4,109.4,13.5,9.2,0.705,5.17,22.6,0.224,0.75,0.495,6.255,6.2,0.543,0.575,1.0,0.2,97.3,96.5,80.42,97.0,0.561
0022301062,1610612766,Charlotte,Hornets,CHA,hornets,240:00,103.7,101.0,121.1,121.1,-17.4,-20.0,0.676,2.09,17.9,0.241,0.738,0.458,11.757,11.5,0.476,0.513,1.0,0.201,94.26,95.5,79.58,96.0,0.387
0022301062,1610612744,Golden State,Warriors,GSW,warriors,240:00,121.1,121.1,103.7,101.0,17.4,20.0,0.729,2.69,24.8,0.262,0.759,0.542,13.69,13.7,0.601,0.619,1.0,0.196,94.26,95.5,79.58,95.0,0.613
0022301096,1610612748,Miami,Heat,MIA,heat,240:00,115.7,117.2,107.3,107.6,8.3,9.6,0.667,1.33,19.2,0.289,0.795,0.561,19.1,19.4,0.601,0.655,1.0,0.198,93.24,92.5,77.08,93.0,0.54
0022301096,1610612752,New York,Knicks,NYK,knicks,240:00,107.3,107.6,115.7,117.2,-8.3,-9.6,0.714,1.79,20.1,0.205,0.711,0.439,15.178,15.2,0.539,0.581,1.0,0.202,93.24,92.5,77.08,92.0,0.46
0022301086,1610612758,Sacramento,Kings,SAC,kings,240:00,132.1,135.1,110.0,114.0,22.1,21.1,0.756,2.27,23.8,0.429,0.7,0.576,15.605,16.0,0.655,0.675,1.0,0.2,96.22,93.5,77.92,94.0,0.617
0022301086,1610612762,Utah,Jazz,UTA,jazz,240:00,110.0,114.0,132.1,135.1,-22.1,-21.1,0.647,1.83,17.0,0.3,0.571,0.424,12.458,12.9,0.506,0.556,1.0,0.199,96.22,93.5,77.92,93.0,0.383
0022301117,1610612764,Washington,Wizards,WAS,wizards,240:00,102.8,105.2,106.3,110.2,-3.5,-5.0,0.632,2.4,17.8,0.255,0.607,0.432,10.081,10.3,0.46,0.504,1.0,0.196,100.38,97.5,81.25,97.0,0.47
0022301117,1610612757,Portland,Trail Blazers,POR,blazers,240:00,106.3,110.2,102.8,105.2,3.5,5.0,0.707,2.23,19.8,0.393,0.745,0.568,12.8,13.3,0.484,0.516,1.0,0.197,100.38,97.5,81.25,98.0,0.53
0022301084,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,104.9,106.3,116.9,117.2,-11.9,-10.9,0.737,2.0,21.2,0.234,0.769,0.477,14.547,14.7,0.537,0.56,1.0,0.194,94.76,94.0,78.33,95.0,0.472
0022301084,1610612741,Chicago,Bulls,CHI,bulls,240:00,116.9,117.2,104.9,106.3,11.9,10.9,0.714,1.88,22.9,0.231,0.766,0.523,17.153,17.2,0.631,0.639,1.0,0.199,94.76,94.0,78.33,93.0,0.528
0022301190,1610612752,New York,Knicks,NYK,knicks,265:00,114.0,114.3,113.3,114.4,0.7,-0.1,0.587,1.29,18.2,0.396,0.704,0.559,19.954,20.0,0.571,0.599,1.0,0.2,95.22,94.64,78.87,105.0,0.511
0022301190,1610612741,Chicago,Bulls,CHI,bulls,265:00,113.3,114.4,114.0,114.3,-0.7,0.1,0.51,2.08,17.2,0.296,0.604,0.441,11.424,11.5,0.525,0.551,1.0,0.198,95.22,94.64,78.87,104.0,0.489
0022301082,1610612752,New York,Knicks,NYK,knicks,240:00,108.8,115.5,117.0,116.5,-8.2,-1.0,0.632,2.18,16.9,0.379,0.727,0.529,10.684,11.3,0.484,0.524,1.0,0.197,99.76,97.0,80.83,97.0,0.46
0022301082,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,117.0,116.5,108.8,115.5,8.2,1.0,0.659,2.23,21.6,0.273,0.621,0.471,13.463,13.4,0.616,0.61,1.0,0.201,99.76,97.0,80.83,97.0,0.54
0022301039,1610612759,San Antonio,Spurs,SAS,spurs,240:00,102.6,105.1,102.9,104.1,-0.3,1.0,0.575,3.29,17.8,0.185,0.841,0.48,6.906,7.1,0.484,0.523,1.0,0.199,100.26,98.5,82.08,99.0,0.481
0022301039,1610612756,Phoenix,Suns,PHX,suns,240:00,102.9,104.1,102.6,105.1,0.3,-1.0,0.667,1.87,21.2,0.159,0.815,0.52,15.127,15.3,0.566,0.572,1.0,0.198,100.26,98.5,82.08,98.0,0.519
0022301105,1610612738,Boston,Celtics,BOS,celtics,240:00,134.5,137.8,97.7,102.0,36.8,35.7,0.66,3.0,22.9,0.381,0.75,0.578,10.961,11.2,0.636,0.673,1.0,0.199,101.34,98.0,81.67,98.0,0.633
0022301105,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,97.7,102.0,134.5,137.8,-36.8,-35.7,0.6,1.5,16.4,0.25,0.619,0.422,13.683,14.3,0.463,0.536,1.0,0.199,101.34,98.0,81.67,98.0,0.367
0022300974,1610612762,Utah,Jazz,UTA,jazz,240:00,101.8,99.0,117.1,119.0,-15.3,-20.0,0.605,1.44,17.5,0.213,0.863,0.551,16.287,15.8,0.494,0.542,1.0,0.198,99.92,100.5,83.75,101.0,0.439
0022300974,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,117.1,119.0,101.8,99.0,15.3,20.0,0.705,3.44,22.2,0.137,0.787,0.449,8.858,9.0,0.575,0.597,1.0,0.195,99.92,100.5,83.75,100.0,0.561
0022301198,1610612744,Golden State,Warriors,GSW,warriors,240:00,121.6,123.0,113.7,116.0,8.0,7.0,0.778,3.89,23.6,0.294,0.667,0.475,8.9,9.0,0.553,0.591,1.0,0.2,101.58,100.0,83.33,100.0,0.571
0022301198,1610612762,Utah,Jazz,UTA,jazz,240:00,113.7,116.0,121.6,123.0,-8.0,-7.0,0.478,1.1,15.9,0.333,0.706,0.525,19.6,20.0,0.596,0.604,1.0,0.195,101.58,100.0,83.33,100.0,0.429
0022301196,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,125.0,127.4,80.0,81.9,44.9,45.5,0.704,2.53,24.2,0.311,0.765,0.584,13.884,14.2,0.629,0.649,1.0,0.195,107.76,105.5,87.92,106.0,0.754
0022301196,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,80.0,81.9,125.0,127.4,-44.9,-45.5,0.594,1.27,13.7,0.235,0.689,0.416,13.956,14.3,0.371,0.412,1.0,0.199,107.76,105.5,87.92,105.0,0.246
0022301125,1610612756,Phoenix,Suns,PHX,suns,240:00,97.2,95.1,85.2,87.0,12.1,8.1,0.879,1.61,21.4,0.174,0.8,0.515,18.043,17.6,0.493,0.546,1.0,0.199,100.96,101.0,84.17,102.0,0.59
0022301125,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,85.2,87.0,97.2,95.1,-12.1,-8.1,0.697,1.21,17.3,0.2,0.826,0.485,18.598,19.0,0.447,0.477,1.0,0.198,100.96,101.0,84.17,100.0,0.41
0022301126,1610612746,LA,Clippers,LAC,clippers,240:00,123.7,126.0,97.4,99.0,26.3,26.9,0.627,2.13,21.9,0.262,0.717,0.529,14.162,14.4,0.632,0.662,1.0,0.197,105.34,103.5,86.25,104.0,0.645
0022301126,1610612762,Utah,Jazz,UTA,jazz,240:00,97.4,99.0,123.7,126.0,-26.3,-26.9,0.571,1.33,14.4,0.283,0.738,0.471,14.318,14.6,0.434,0.492,1.0,0.2,105.34,103.5,86.25,103.0,0.355
0022301101,1610612758,Sacramento,Kings,SAC,kings,240:00,117.2,116.0,100.1,101.1,17.1,14.9,0.744,2.9,20.4,0.375,0.776,0.562,10.753,10.6,0.489,0.529,1.0,0.2,93.94,94.0,78.33,94.0,0.625
0022301101,1610612746,LA,Clippers,LAC,clippers,240:00,100.1,101.1,117.2,116.0,-17.1,-14.9,0.581,1.13,14.8,0.224,0.625,0.438,16.863,17.0,0.48,0.541,1.0,0.196,93.94,94.0,78.33,94.0,0.375
0022301189,1610612748,Miami,Heat,MIA,heat,240:00,116.4,116.8,97.9,104.0,18.5,12.8,0.63,1.53,20.2,0.333,0.648,0.51,18.745,18.8,0.58,0.619,1.0,0.196,103.3,100.0,83.33,101.0,0.631
0022301189,1610612761,Toronto,Raptors,TOR,raptors,240:00,97.9,104.0,116.4,116.8,-18.5,-12.8,0.605,1.21,16.3,0.352,0.667,0.49,18.054,19.2,0.472,0.519,1.0,0.198,103.3,100.0,83.33,99.0,0.369
0022301001,1610612744,Golden State,Warriors,GSW,warriors,240:00,141.8,142.7,116.1,122.1,25.7,20.6,0.741,6.14,28.2,0.356,0.632,0.51,7.243,7.3,0.675,0.667,1.0,0.197,98.28,95.5,79.58,96.0,0.61
0022301001,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,116.1,122.1,141.8,142.7,-25.7,-20.6,0.69,2.42,20.0,0.368,0.644,0.49,12.01,12.6,0.531,0.558,1.0,0.195,98.28,95.5,79.58,95.0,0.39
0022301136,1610612753,Orlando,Magic,ORL,magic,240:00,114.9,118.9,100.3,104.3,14.6,14.7,0.571,2.4,18.1,0.333,0.762,0.533,10.167,10.5,0.528,0.574,1.0,0.199,98.02,94.5,78.75,95.0,0.58
0022301136,1610612741,Chicago,Bulls,CHI,bulls,240:00,100.3,104.3,114.9,118.9,-14.6,-14.7,0.526,0.95,15.9,0.238,0.667,0.467,21.499,22.3,0.547,0.579,1.0,0.197,98.02,94.5,78.75,94.0,0.42
0022301110,1610612756,Phoenix,Suns,PHX,suns,240:00,119.0,123.2,101.7,102.0,17.4,21.2,0.727,2.0,22.5,0.302,0.804,0.562,15.613,16.2,0.609,0.646,1.0,0.197,100.92,99.0,82.5,99.0,0.568
0022301110,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,101.7,102.0,119.0,123.2,-17.4,-21.2,0.718,1.87,20.8,0.196,0.698,0.438,15.097,15.2,0.512,0.553,1.0,0.199,100.92,99.0,82.5,99.0,0.432
0022301148,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,115.7,115.6,97.8,101.1,17.9,14.4,0.674,1.61,22.5,0.308,0.714,0.547,20.027,20.0,0.636,0.635,1.0,0.196,91.44,90.0,75.0,90.0,0.589
0022301148,1610612738,Boston,Celtics,BOS,celtics,240:00,97.8,101.1,115.7,115.6,-17.9,-14.4,0.73,2.25,20.5,0.286,0.692,0.453,12.903,13.3,0.489,0.489,1.0,0.2,91.44,90.0,75.0,90.0,0.411
0022300981,1610612759,San Antonio,Spurs,SAS,spurs,265:00,106.9,110.9,103.3,105.5,3.6,5.4,0.652,1.67,19.1,0.315,0.759,0.545,15.773,16.4,0.51,0.559,1.0,0.195,102.1,99.17,82.64,110.0,0.517
0022300981,1610612751,Brooklyn,Nets,BKN,nets,265:00,103.3,105.5,106.9,110.9,-3.6,-5.4,0.617,2.42,19.2,0.241,0.685,0.455,10.776,11.0,0.5,0.521,1.0,0.198,102.1,99.17,82.64,109.0,0.483
0022301077,1610612743,Denver,Nuggets,DEN,nuggets,240:00,131.7,132.7,100.8,104.1,30.9,28.5,0.72,2.12,24.7,0.385,0.854,0.644,17.22,17.3,0.695,0.701,1.0,0.199,99.48,97.5,81.25,98.0,0.617
0022301077,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,100.8,104.1,131.7,132.7,-30.9,-28.5,0.684,1.73,19.7,0.146,0.615,0.356,14.964,15.5,0.512,0.553,1.0,0.196,99.48,97.5,81.25,97.0,0.383
0022301048,1610612766,Charlotte,Hornets,CHA,hornets,240:00,126.0,126.9,114.2,119.4,11.7,7.5,0.682,1.88,22.8,0.314,0.689,0.525,17.079,17.2,0.664,0.689,1.0,0.199,95.42,93.0,77.5,93.0,0.569
0022301048,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,114.2,119.4,126.0,126.9,-11.7,-7.5,0.786,2.2,23.7,0.311,0.686,0.475,15.438,16.1,0.606,0.609,1.0,0.194,95.42,93.0,77.5,93.0,0.431
0022300995,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,115.3,114.3,118.9,118.6,-3.6,-4.3,0.595,3.57,19.2,0.224,0.738,0.462,7.208,7.1,0.545,0.571,1.0,0.202,96.9,97.5,81.25,98.0,0.494
0022300995,1610612743,Denver,Nuggets,DEN,nuggets,240:00,118.9,118.6,115.3,114.3,3.6,4.3,0.619,1.53,19.4,0.262,0.776,0.538,17.584,17.5,0.605,0.634,1.0,0.199,96.9,97.5,81.25,97.0,0.506
0022301022,1610612764,Washington,Wizards,WAS,wizards,240:00,109.4,112.0,104.4,106.9,5.1,5.1,0.636,1.56,19.1,0.367,0.702,0.547,17.585,18.0,0.538,0.558,1.0,0.198,103.4,101.0,84.17,100.0,0.537
0022301022,1610612761,Toronto,Raptors,TOR,raptors,240:00,104.4,106.9,109.4,112.0,-5.1,-5.1,0.675,2.25,18.7,0.298,0.633,0.453,11.49,11.8,0.468,0.517,1.0,0.196,103.4,101.0,84.17,102.0,0.463
0022300969,1610612755,Philadelphia,76ers,PHI,sixers,240:00,111.2,116.0,104.3,103.2,6.9,12.8,0.694,1.56,18.8,0.304,0.702,0.505,16.327,17.0,0.525,0.592,1.0,0.196,95.96,94.5,78.75,94.0,0.545
0022300969,1610612766,Charlotte,Hornets,CHA,hornets,240:00,104.3,103.2,111.2,116.0,-6.9,-12.8,0.568,1.31,16.5,0.298,0.696,0.495,17.036,16.8,0.512,0.545,1.0,0.198,95.96,94.5,78.75,95.0,0.455
0022300984,1610612738,Boston,Celtics,BOS,celtics,240:00,123.0,124.0,98.3,98.9,24.7,25.0,0.698,2.73,21.2,0.34,0.816,0.569,11.373,11.5,0.568,0.591,1.0,0.195,96.16,95.5,79.58,96.0,0.613
0022300984,1610612765,Detroit,Pistons,DET,pistons,240:00,98.3,98.9,123.0,124.0,-24.7,-25.0,0.583,1.62,16.9,0.184,0.66,0.431,13.598,13.7,0.482,0.519,1.0,0.197,96.16,95.5,79.58,95.0,0.387
0022300970,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,124.3,128.6,107.8,110.3,16.5,18.3,0.692,3.6,24.4,0.348,0.698,0.517,9.862,10.2,0.603,0.621,1.0,0.197,100.34,97.5,81.25,98.0,0.606
0022300970,1610612757,Portland,Trail Blazers,POR,blazers,240:00,107.8,110.3,124.3,128.6,-16.5,-18.3,0.548,1.15,17.4,0.302,0.652,0.483,20.145,20.6,0.571,0.599,1.0,0.198,100.34,97.5,81.25,97.0,0.394
0022301157,1610612757,Portland,Trail Blazers,POR,blazers,240:00,102.5,104.2,114.9,112.2,-12.3,-8.1,0.7,1.27,20.2,0.304,0.725,0.526,22.559,22.9,0.547,0.565,1.0,0.197,96.64,97.0,80.83,96.0,0.425
0022301157,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,114.9,112.2,102.5,104.2,12.3,8.1,0.694,2.78,18.7,0.275,0.696,0.474,9.398,9.2,0.477,0.551,1.0,0.2,96.64,97.0,80.83,98.0,0.575
0022301078,1610612751,Brooklyn,Nets,BKN,nets,240:00,99.7,101.0,115.2,113.7,-15.6,-12.8,0.487,1.46,14.4,0.211,0.816,0.453,12.457,12.6,0.489,0.518,1.0,0.196,102.52,102.5,85.42,103.0,0.4
0022301078,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,115.2,113.7,99.7,101.0,15.6,12.8,0.571,1.2,18.4,0.184,0.789,0.547,19.865,19.6,0.643,0.669,1.0,0.201,102.52,102.5,85.42,102.0,0.6
0022301055,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,116.6,115.9,125.5,128.3,-8.9,-12.4,0.652,2.14,20.1,0.245,0.775,0.473,13.163,13.1,0.562,0.588,1.0,0.196,107.38,106.5,88.75,107.0,0.436
0022301055,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,125.5,128.3,116.6,115.9,8.9,12.4,0.689,1.94,21.6,0.225,0.755,0.527,14.76,15.1,0.667,0.705,1.0,0.199,107.38,106.5,88.75,106.0,0.564
0022301194,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,110.8,114.0,133.1,133.0,-22.3,-19.0,0.611,0.92,17.0,0.4,0.634,0.526,25.094,25.8,0.579,0.634,1.0,0.197,94.78,93.5,77.92,93.0,0.423
0022301194,1610612756,Phoenix,Suns,PHX,suns,240:00,133.1,133.0,110.8,114.0,22.3,19.0,0.596,2.15,20.8,0.366,0.6,0.474,13.842,13.8,0.64,0.665,1.0,0.196,94.78,93.5,77.92,94.0,0.577
0022301076,1610612737,Atlanta,Hawks,ATL,hawks,240:00,110.9,114.1,122.7,124.5,-11.9,-10.3,0.571,2.18,17.8,0.275,0.795,0.5,10.793,11.1,0.533,0.565,1.0,0.198,100.66,98.5,82.08,99.0,0.416
0022301076,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,122.7,124.5,110.9,114.1,11.9,10.3,0.628,2.25,20.4,0.205,0.725,0.5,12.072,12.2,0.603,0.653,1.0,0.195,100.66,98.5,82.08,98.0,0.584
0022301038,1610612745,Houston,Rockets,HOU,rockets,240:00,110.0,112.2,91.5,92.9,18.5,19.3,0.514,2.11,14.4,0.286,0.717,0.495,9.0,9.2,0.462,0.529,1.0,0.198,100.3,98.5,82.08,98.0,0.623
0022301038,1610612757,Portland,Trail Blazers,POR,blazers,240:00,91.5,92.9,110.0,112.2,-18.5,-19.3,0.389,0.82,11.2,0.283,0.714,0.505,16.899,17.2,0.454,0.491,1.0,0.199,100.3,98.5,82.08,99.0,0.377
0022301106,1610612751,Brooklyn,Nets,BKN,nets,240:00,118.7,118.6,113.5,116.8,5.3,1.7,0.524,1.69,16.4,0.396,0.655,0.538,13.419,13.4,0.552,0.582,1.0,0.2,97.36,96.0,80.0,97.0,0.521
0022301106,1610612754,Indiana,Pacers,IND,pacers,240:00,113.5,116.8,118.7,118.6,-5.3,-1.7,0.587,3.0,18.8,0.345,0.604,0.462,9.199,9.5,0.495,0.515,1.0,0.197,97.36,96.0,80.0,95.0,0.479
0022301118,1610612738,Boston,Celtics,BOS,celtics,240:00,108.7,108.6,103.4,105.3,5.3,3.3,0.658,3.13,19.2,0.25,0.667,0.478,8.61,8.6,0.494,0.521,1.0,0.2,94.82,94.0,78.33,93.0,0.553
0022301118,1610612758,Sacramento,Kings,SAC,kings,240:00,103.4,105.3,108.7,108.6,-5.3,-3.3,0.553,3.0,15.8,0.333,0.75,0.522,7.237,7.4,0.47,0.477,1.0,0.201,94.82,94.0,78.33,95.0,0.447
0022301132,1610612746,LA,Clippers,LAC,clippers,240:00,120.5,120.0,113.6,118.0,6.9,2.0,0.634,1.63,19.0,0.302,0.776,0.554,16.071,16.0,0.571,0.635,1.0,0.199,101.72,100.0,83.33,100.0,0.504
0022301132,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,113.6,118.0,120.5,120.0,-6.9,-2.0,0.643,2.45,19.6,0.224,0.698,0.446,10.589,11.0,0.54,0.591,1.0,0.197,101.72,100.0,83.33,100.0,0.496
0022301005,1610612764,Washington,Wizards,WAS,wizards,240:00,107.8,110.1,102.7,103.0,5.1,7.1,0.488,1.0,15.3,0.302,0.745,0.543,19.778,20.2,0.568,0.598,1.0,0.196,100.24,99.0,82.5,99.0,0.528
0022301005,1610612758,Sacramento,Kings,SAC,kings,240:00,102.7,103.0,107.8,110.1,-5.1,-7.1,0.568,1.4,16.1,0.255,0.698,0.457,15.097,15.2,0.494,0.54,1.0,0.201,100.24,99.0,82.5,99.0,0.472
0022301094,1610612761,Toronto,Raptors,TOR,raptors,240:00,100.7,105.7,118.2,120.8,-17.5,-15.0,0.581,1.47,17.8,0.224,0.704,0.476,15.421,16.2,0.539,0.565,1.0,0.2,109.26,105.5,87.92,105.0,0.434
0022301094,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,118.2,120.8,100.7,105.7,17.5,15.0,0.731,2.53,23.9,0.296,0.776,0.524,13.853,14.2,0.604,0.602,1.0,0.195,109.26,105.5,87.92,106.0,0.566
0022301087,1610612766,Charlotte,Hornets,CHA,hornets,240:00,109.7,110.6,122.9,126.9,-13.2,-16.2,0.683,4.0,21.4,0.176,0.708,0.434,7.381,7.4,0.522,0.543,1.0,0.194,95.44,93.5,77.92,94.0,0.447
0022301087,1610612738,Boston,Celtics,BOS,celtics,240:00,122.9,126.9,109.7,110.6,13.2,16.2,0.651,2.55,20.7,0.292,0.824,0.566,11.454,11.8,0.59,0.614,1.0,0.196,95.44,93.5,77.92,93.0,0.553
0022301164,1610612743,Denver,Nuggets,DEN,nuggets,240:00,120.7,127.5,116.0,116.3,4.7,11.2,0.674,2.21,22.4,0.364,0.745,0.56,14.565,15.4,0.62,0.623,1.0,0.196,94.18,91.5,76.25,91.0,0.557
0022301164,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,116.0,116.3,120.7,127.5,-4.7,-11.2,0.561,2.3,18.5,0.255,0.636,0.44,10.841,10.9,0.579,0.586,1.0,0.198,94.18,91.5,76.25,92.0,0.443
0022301081,1610612764,Washington,Wizards,WAS,wizards,240:00,100.7,102.9,116.9,115.5,-16.2,-12.6,0.675,1.69,19.3,0.265,0.837,0.533,15.06,15.4,0.517,0.55,1.0,0.2,104.0,103.5,86.25,104.0,0.429
0022301081,1610612748,Miami,Heat,MIA,heat,240:00,116.9,115.5,100.7,102.9,16.2,12.6,0.55,1.57,17.0,0.163,0.735,0.467,13.758,13.6,0.58,0.635,1.0,0.2,104.0,103.5,86.25,103.0,0.571
0022301120,1610612745,Houston,Rockets,HOU,rockets,240:00,106.1,105.1,119.9,119.0,-13.8,-13.9,0.735,2.78,18.5,0.246,0.778,0.48,9.184,9.1,0.456,0.515,1.0,0.202,98.62,99.5,82.92,99.0,0.432
0022301120,1610612748,Miami,Heat,MIA,heat,240:00,119.9,119.0,106.1,105.1,13.8,13.9,0.614,3.0,20.1,0.222,0.754,0.52,9.069,9.0,0.567,0.606,1.0,0.198,98.62,99.5,82.92,100.0,0.568
0022301151,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,87.1,88.8,104.6,105.2,-17.5,-16.4,0.583,2.63,15.2,0.324,0.756,0.496,8.013,8.2,0.375,0.4,1.0,0.199,98.68,97.5,81.25,98.0,0.379
0022301151,1610612759,San Antonio,Spurs,SAS,spurs,240:00,104.6,105.2,87.1,88.8,17.5,16.4,0.714,1.76,21.8,0.244,0.676,0.504,17.432,17.5,0.54,0.563,1.0,0.197,98.68,97.5,81.25,97.0,0.621
0022300985,1610612755,Philadelphia,76ers,PHI,sixers,240:00,102.9,102.1,91.8,94.8,11.1,7.3,0.622,1.92,18.4,0.163,0.702,0.453,12.594,12.5,0.512,0.543,1.0,0.197,97.22,96.0,80.0,96.0,0.554
0022300985,1610612748,Miami,Heat,MIA,heat,240:00,91.8,94.8,102.9,102.1,-11.1,-7.3,0.657,1.53,17.3,0.298,0.837,0.547,15.127,15.6,0.461,0.478,1.0,0.2,97.22,96.0,80.0,96.0,0.446
0022301012,1610612761,Toronto,Raptors,TOR,raptors,240:00,97.6,99.0,115.6,117.1,-18.0,-18.1,0.85,1.26,23.5,0.175,0.646,0.432,25.597,26.0,0.599,0.617,1.0,0.199,105.92,104.5,87.08,104.0,0.445
0022301012,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,115.6,117.1,97.6,99.0,18.0,18.1,0.563,1.69,18.4,0.354,0.825,0.568,15.043,15.2,0.568,0.595,1.0,0.198,105.92,104.5,87.08,105.0,0.555
0022301053,1610612761,Toronto,Raptors,TOR,raptors,240:00,104.4,108.6,149.4,155.9,-45.0,-47.3,0.795,1.72,22.3,0.333,0.5,0.412,18.61,19.4,0.53,0.563,1.0,0.199,96.88,93.0,77.5,93.0,0.344
